tDate,Country,City,Temp,Humidity,Rain,Snow
2021-04-03,Australia,Canberra,21,59,0,0
2021-04-03,Austria,Vienna,7,65,2.7,0
2021-04-03,Belgium,Brussels,8,67,0,0
2021-04-03,Canada,Ottawa,4,49,0,0
2021-04-03,Chile,Santiago,22,35,0,0
2021-04-03,China,Beijing,15,31,0.7,0
2021-04-03,Colombia,Bogota,15,90,14.5,0
2021-04-03,Costa Rica,SanJose,18,47,0,0
2021-04-03,Czechia,Prague,3,90,5.6,37
2021-04-03,Denmark,Copenhagen,6,56,0,0
2021-04-03,Estonia,Tallinn,3,82,0.2,1
2021-04-03,Finland,Helsinki,3,78,0,0
2021-04-03,France,Paris,9,60,0,0
2021-04-03,Germany,Berlin,7,62,0.7,0
2021-04-03,Greece,Athens,16,68,0,0
2021-04-03,Hungary,Budapest,9,61,0.2,0
2021-04-03,Iceland,Reykjavik,5,86,3,0
2021-04-03,Ireland,Dublin,8,81,0,0
2021-04-03,Israel,Jerusalem,13,65,0,0
2021-04-03,Italy,Rome,15,74,1,0
2021-04-03,Japan,Tokyo,18,52,0,0
2021-04-03,Latvia,Riga,3,81,0,0
2021-04-03,Lithuania,Vilnius,5,71,1,0
2021-04-03,Luxembourg,Luxembourg,7,62,0,0
2021-04-03,Mexico,Mexico City,20,46,0,0
2021-04-03,Netherlands,Amsterdam,9,68,0,0
2021-04-03,New Zealand,Wellington,14,67,0,0
2021-04-03,Norway,Oslo,5,62,0,0
2021-04-03,Poland,Warsaw,8,52,0.7,0
2021-04-03,Portugal,Lisbon,16,77,0,0
2021-04-03,Slovakia,Bratislava,7,71,0.5,0
2021-04-03,Slovenia,Ljubljana,2,98,63.6,0
2021-04-03,South Korea,Seoul,12,82,52.3,0
2021-04-03,Spain,Madrid,16,61,1.6,0
2021-04-03,Sweden,Stockholm,5,59,0,0
2021-04-03,Switzerland,Bern,6,69,0,0
2021-04-03,Taiwan,Taipei,26,71,0,0
2021-04-03,Turkey,Ankara,11,58,0,0
2021-04-03,United Kingdom,London,10,66,0,0
2021-04-03,United States,Washington D.C.,7,40,0,0
