Date,Country,City,Temp,Humidity,Rain,Snow
2021-09-04,Australia,Canberra,10.36,92.95,24,0
2021-09-04,Austria,Vienna,18.57,61.45,0,0
2021-09-04,Belgium,Brussels,17.36,83.58,0,0
2021-09-04,Canada,Ottawa,17.58,73.25,0,0
2021-09-04,Chile,Santiago,11.55,68.66,0,0
2021-09-04,China,Beijing,20.98,90.91,12.66,0
2021-09-04,Colombia,Bogota,13.62,73.45,3.33,0
2021-09-04,Costa Rica,Sanjose,21.13,80.5,15.73,0
2021-09-04,Czechia,Prague,18.15,70.2,0,0
2021-09-04,Denmark,Copenhagen,14.9,77,0,0
2021-09-04,Estonia,Tallinn,10.99,62.33,0.13,0
2021-09-04,Finland,Helsinki,8.88,66,0,0
2021-09-04,France,Paris,21.97,75.2,0.44,0
2021-09-04,Germany,Berlin,15.75,82.95,0,0
2021-09-04,Greece,Athens,24.93,51.79,0,0
2021-09-04,Hungary,Budapest,19.15,60.75,0,0
2021-09-04,Iceland,Reykjavik,13.17,78.87,14.98,0
2021-09-04,Ireland,Dublin,15.88,88.37,0.5,0
2021-09-04,Israel,Jerusalem,24,71.25,0,0
2021-09-04,Italy,Rome,24.48,63.25,2.23,0
2021-09-04,Japan,Tokyo,20.31,92.37,83.41,0
2021-09-04,Latvia,Riga,9.64,82.04,6.68,0
2021-09-04,Lithuania,Vilnius,9.99,75.87,0.41,0
2021-09-04,Luxembourg,Luxembourg,17.96,71.7,0,0
2021-09-04,Mexico,Mexico City,17.59,77.08,9.67,0
2021-09-04,Netherlands,Amsterdam,16.12,81.08,0,0
2021-09-04,New Zealand,Wellington,13.12,72.29,0,0
2021-09-04,Norway,Oslo,12.4,36.2,0,0
2021-09-04,Poland,Warsaw,14.64,61.91,0,0
2021-09-04,Portugal,Lisbon,21.88,66.91,0,0
2021-09-04,Slovakia,Bratislava,18.16,64.54,0,0
2021-09-04,Slovenia,Ljubljana,16.76,77.87,0,0
2021-09-04,South Korea,Seoul,22.62,58.41,0,0
2021-09-04,Spain,Madrid,23.92,47.5,0,0
2021-09-04,Sweden,Stockholm,9.17,62.45,0,0
2021-09-04,Switzerland,Bern,18.43,69.04,0.13,0
2021-09-04,Taiwan,Taipei,28.02,79.29,13.62,0
2021-09-04,Turkey,Ankara,17.8,46.33,0,0
2021-09-04,United Kingdom,London,16.41,82.37,0,0
2021-09-04,United States,Washington D.C.,20.78,73.66,1,0
