Date,Country,City,Temp,Humidity,Rain,Snow
2021-04-15,Australia,Canberra,13,66,0,0
2021-04-15,Austria,Vienna,6,61,0.2,0
2021-04-15,Belgium,Brussels,6,68,1.4,0
2021-04-15,Canada,Ottawa,7,82,29.7,0
2021-04-15,Chile,Santiago,21,34,0,0
2021-04-15,China,Beijing,17,21,0,0
2021-04-15,Colombia,Bogota,16,84,8.6,0
2021-04-15,Costa Rica,SanJose,19,42,0,0
2021-04-15,Czechia,Prague,4,64,0.5,1
2021-04-15,Denmark,Copenhagen,7,61,0,0
2021-04-15,Estonia,Tallinn,4,68,0,0
2021-04-15,Finland,Helsinki,6,63,0,0
2021-04-15,France,Paris,8,57,0,0
2021-04-15,Germany,Berlin,6,61,0,0
2021-04-15,Greece,Athens,17,56,0,0
2021-04-15,Hungary,Budapest,6,63,0.1,0
2021-04-15,Iceland,Reykjavik,6,91,25.5,0
2021-04-15,Ireland,Dublin,9,78,0.1,0
2021-04-15,Israel,Jerusalem,23,28,0,0
2021-04-15,Italy,Rome,12,69,2.3,0
2021-04-15,Japan,Tokyo,14,42,2.6,0
2021-04-15,Latvia,Riga,6,64,0,0
2021-04-15,Lithuania,Vilnius,4,96,6.4,0
2021-04-15,Luxembourg,Luxembourg,5,73,4.2,0
2021-04-15,Mexico,Mexico City,25,39,5.1,0
2021-04-15,Netherlands,Amsterdam,6,68,0.4,0
2021-04-15,New Zealand,Wellington,15,79,0,0
2021-04-15,Norway,Oslo,6,68,0,0
2021-04-15,Poland,Warsaw,2,97,14.2,0
2021-04-15,Portugal,Lisbon,14,92,16.1,0
2021-04-15,Slovakia,Bratislava,5,66,0.3,0
2021-04-15,Slovenia,Ljubljana,6,79,1.4,0
2021-04-15,South Korea,Seoul,14,43,0,0
2021-04-15,Spain,Madrid,14,65,0.9,0
2021-04-15,Sweden,Stockholm,7,66,0,0
2021-04-15,Switzerland,Bern,5,72,0,0
2021-04-15,Taiwan,Taipei,22,79,2.8,0
2021-04-15,Turkey,Ankara,14,47,0,0
2021-04-15,United Kingdom,London,7,63,0.5,0
2021-04-15,United States,Washington D.C.,14,72,2.2,0
