tDate,Country,City,Temp,Humidity,Rain,Snow
2021-05-11,Australia,Canberra,8,76,0,0
2021-05-11,Austria,Vienna,22,58,0,0
2021-05-11,Belgium,Brussels,13,86,8.6,0
2021-05-11,Canada,Ottawa,6,82,1.1,0
2021-05-11,Chile,Santiago,18,18,0,0
2021-05-11,China,Beijing,23,42,0,0
2021-05-11,Colombia,Bogota,15,86,4.3,0
2021-05-11,Costa Rica,SanJose,26,31,0,0
2021-05-11,Czechia,Prague,18,78,0.4,0
2021-05-11,Denmark,Copenhagen,11,80,0,0
2021-05-11,Estonia,Tallinn,17,68,0,0
2021-05-11,Finland,Helsinki,14,77,0,0
2021-05-11,France,Paris,13,73,0.9,0
2021-05-11,Germany,Berlin,19,75,0.1,0
2021-05-11,Greece,Athens,20,41,0,0
2021-05-11,Hungary,Budapest,20,59,0,0
2021-05-11,Iceland,Reykjavik,4,57,0,0
2021-05-11,Ireland,Dublin,10,76,0.7,0
2021-05-11,Israel,Jerusalem,26,31,0,0
2021-05-11,Italy,Rome,21,63,4.2,0
2021-05-11,Japan,Tokyo,18,61,0.4,0
2021-05-11,Latvia,Riga,17,63,0,0
2021-05-11,Lithuania,Vilnius,16,63,0,0
2021-05-11,Luxembourg,Luxembourg,11,94,18.9,0
2021-05-11,Mexico,Mexico City,23,54,10,0
2021-05-11,Netherlands,Amsterdam,14,84,5.6,0
2021-05-11,New Zealand,Wellington,16,92,4.7,0
2021-05-11,Norway,Oslo,10,89,9.9,0
2021-05-11,Poland,Warsaw,19,66,0,0
2021-05-11,Portugal,Lisbon,16,58,0.4,0
2021-05-11,Slovakia,Bratislava,21,62,0,0
2021-05-11,Slovenia,Ljubljana,19,70,0.2,0
2021-05-11,South Korea,Seoul,22,46,0,0
2021-05-11,Spain,Madrid,13,48,0.3,0
2021-05-11,Sweden,Stockholm,15,78,0,0
2021-05-11,Switzerland,Bern,10,98,29.6,0
2021-05-11,Taiwan,Taipei,32,63,0.1,0
2021-05-11,Turkey,Ankara,17,42,0,0
2021-05-11,United Kingdom,London,14,70,0.3,0
2021-05-11,United States,Washington D.C.,14,53,0,0
