tDate,Country,City,Temp,Humidity,Rain,Snow
2020-01-20,Australia,Canberra,21,73,24.1,0
2020-01-20,Austria,Vienna,2,91,0.8,5
2020-01-20,Belgium,Brussels,4,87,0,0
2020-01-20,Canada,Ottawa,-16,87,0,0
2020-01-20,Chile,Santiago,27,40,0,0
2020-01-20,China,Beijing,3,28,0,0
2020-01-20,Colombia,Bogota,17,82,12.3,0
2020-01-20,Costa Rica,SanJose,13,57,0,0
2020-01-20,Czechia,Prague,2,82,0,0
2020-01-20,Denmark,Copenhagen,5,85,0,0
2020-01-20,Estonia,Tallinn,3,77,0,0
2020-01-20,Finland,Helsinki,3,79,0,0
2020-01-20,France,Paris,5,74,0,0
2020-01-20,Germany,Berlin,3,85,0,0
2020-01-20,Greece,Athens,7,74,0.1,0
2020-01-20,Hungary,Budapest,4,83,0,0
2020-01-20,Iceland,Reykjavik,0,76,5.6,0
2020-01-20,Ireland,Dublin,6,68,0,0
2020-01-20,Israel,Jerusalem,8,88,2.6,0
2020-01-20,Italy,Rome,10,56,0,0
2020-01-20,Japan,Tokyo,12,49,0,0
2020-01-20,Latvia,Riga,3,81,0,0
2020-01-20,Lithuania,Vilnius,1,94,0,0
2020-01-20,Luxembourg,Luxembourg,1,85,0,0
2020-01-20,Mexico,Mexico City,14,65,11.1,0
2020-01-20,Netherlands,Amsterdam,5,83,0,0
2020-01-20,New Zealand,Wellington,18,84,0,0
2020-01-20,Norway,Oslo,0,76,0,0
2020-01-20,Poland,Warsaw,2,87,0,0
2020-01-20,Portugal,Lisbon,8,48,0,0
2020-01-20,Slovakia,Bratislava,2,92,0.5,4
2020-01-20,Slovenia,Ljubljana,0,88,0.1,0
2020-01-20,South Korea,Seoul,2,56,0.1,0
2020-01-20,Spain,Madrid,4,41,1.9,0
2020-01-20,Sweden,Stockholm,2,73,0,0
2020-01-20,Switzerland,Bern,-1,73,0.1,1
2020-01-20,Taiwan,Taipei,14,75,0,0
2020-01-20,Turkey,Ankara,-1,71,0,0
2020-01-20,United Kingdom,London,5,61,0,0
2020-01-20,United States,Washington D.C.,-2,52,0,0
