Date,Country,City,Temp,Humidity,Rain,Snow
2021-07-16,Australia,Canberra,6.25,87.7,14.72,0
2021-07-16,Austria,Vienna,23.68,60.58,59.06,0
2021-07-16,Belgium,Brussels,16.92,85.2,0,0
2021-07-16,Canada,Ottawa,22.27,70.58,3.06,0
2021-07-16,Chile,Santiago,9.17,61.5,0,0
2021-07-16,China,Beijing,27.12,81.79,2.06,0
2021-07-16,Colombia,Bogota,13.96,72.33,3.29,0
2021-07-16,Costa Rica,Sanjose,21.26,72.33,0.25,0
2021-07-16,Czechia,Prague,21.22,72.95,0.55,0
2021-07-16,Denmark,Copenhagen,24.22,70.58,1.15,0
2021-07-16,Estonia,Tallinn,24.13,74.45,0.68,0
2021-07-16,Finland,Helsinki,23.5,59.33,0,0
2021-07-16,France,Paris,17.58,72.95,0,0
2021-07-16,Germany,Berlin,23.66,74.25,6.06,0
2021-07-16,Greece,Athens,30.6,36.08,0,0
2021-07-16,Hungary,Budapest,26.14,56.66,1.47,0
2021-07-16,Iceland,Reykjavik,10.08,83.95,4.1,0
2021-07-16,Ireland,Dublin,20.68,71.83,0,0
2021-07-16,Israel,Jerusalem,28.05,68.95,0,0
2021-07-16,Italy,Rome,23.48,64.37,2.62,0
2021-07-16,Japan,Tokyo,28.28,72.91,0,0
2021-07-16,Latvia,Riga,25.92,75.79,0,0
2021-07-16,Lithuania,Vilnius,27.71,65.33,4.3,0
2021-07-16,Luxembourg,Luxembourg,17.29,88,0,0
2021-07-16,Mexico,Mexico City,17.41,69,14.03,0
2021-07-16,Netherlands,Amsterdam,18.35,75.7,0,0
2021-07-16,New Zealand,Wellington,13.04,91.04,55.48,0
2021-07-16,Norway,Oslo,22.15,42.87,0,0
2021-07-16,Poland,Warsaw,23.79,80.83,44.2,0
2021-07-16,Portugal,Lisbon,24.74,42.33,0,0
2021-07-16,Slovakia,Bratislava,24.5,50.37,0,0
2021-07-16,Slovenia,Ljubljana,18.84,82.33,3.78,0
2021-07-16,South Korea,Seoul,27.37,70,0,0
2021-07-16,Spain,Madrid,27.06,30.25,0,0
2021-07-16,Sweden,Stockholm,20.51,55.58,0,0
2021-07-16,Switzerland,Bern,16.41,89.54,15.93,0
2021-07-16,Taiwan,Taipei,30.26,69.54,0,0
2021-07-16,Turkey,Ankara,26.14,37.66,0,0
2021-07-16,United Kingdom,London,19.44,67.54,0,0
2021-07-16,United States,Washington D.C.,29.72,65.7,0,0
