Date,Country,City,Temp,Humidity,Rain,Snow
2020-06-11,Australia,Canberra,10,85,0.1,0
2020-06-11,Austria,Vienna,20,71,1.5,0
2020-06-11,Belgium,Brussels,15,85,2.7,0
2020-06-11,Canada,Ottawa,22,79,26.4,0
2020-06-11,Chile,Santiago,11,50,0.2,0
2020-06-11,China,Beijing,28,38,5.4,0
2020-06-11,Colombia,Bogota,15,84,9.3,0
2020-06-11,Costa Rica,SanJose,25,52,0,0
2020-06-11,Czechia,Prague,18,84,6.4,0
2020-06-11,Denmark,Copenhagen,20,61,0.2,0
2020-06-11,Estonia,Tallinn,16,84,1.1,0
2020-06-11,Finland,Helsinki,18,65,0,0
2020-06-11,France,Paris,19,60,1,0
2020-06-11,Germany,Berlin,17,83,5.8,0
2020-06-11,Greece,Athens,25,39,0,0
2020-06-11,Hungary,Budapest,23,65,11.7,0
2020-06-11,Iceland,Reykjavik,9,86,3.5,0
2020-06-11,Ireland,Dublin,11,85,1.7,0
2020-06-11,Israel,Jerusalem,23,48,0,0
2020-06-11,Italy,Rome,20,63,14.9,0
2020-06-11,Japan,Tokyo,27,69,0.5,0
2020-06-11,Latvia,Riga,20,88,1.3,0
2020-06-11,Lithuania,Vilnius,25,79,0.8,0
2020-06-11,Luxembourg,Luxembourg,15,89,1.8,0
2020-06-11,Mexico,Mexico City,19,54,2.9,0
2020-06-11,Netherlands,Amsterdam,17,76,0.5,0
2020-06-11,New Zealand,Wellington,12,76,0,0
2020-06-11,Norway,Oslo,20,55,0,0
2020-06-11,Poland,Warsaw,26,71,3.3,0
2020-06-11,Portugal,Lisbon,19,72,0.9,0
2020-06-11,Slovakia,Bratislava,20,82,2.4,0
2020-06-11,Slovenia,Ljubljana,18,76,0.4,0
2020-06-11,South Korea,Seoul,28,58,0.4,0
2020-06-11,Spain,Madrid,20,44,0.2,0
2020-06-11,Sweden,Stockholm,19,49,0,0
2020-06-11,Switzerland,Bern,16,86,9.8,0
2020-06-11,Taiwan,Taipei,24,76,19.2,0
2020-06-11,Turkey,Ankara,22,61,0.1,0
2020-06-11,United Kingdom,London,16,76,25.2,0
2020-06-11,United States,Washington D.C.,27,74,7.3,0
