Date,Country,City,Temp,Humidity,Rain,Snow
2021-10-06,Australia,Canberra,12.14,66.62,0,0
2021-10-06,Austria,Vienna,12.99,81.2,5.01,0
2021-10-06,Belgium,Brussels,11.37,90.83,3.71,0
2021-10-06,Canada,Ottawa,13.83,83,0,0
2021-10-06,Chile,Santiago,17.67,37.25,0,0
2021-10-06,China,Beijing,9.91,90.5,7.75,0
2021-10-06,Colombia,Bogota,14.04,80.58,4.94,0
2021-10-06,Costa Rica,Sanjose,21.68,84.58,9.06,0
2021-10-06,Czechia,Prague,13,79.54,3.79,0
2021-10-06,Denmark,Copenhagen,12.19,88.54,0.22,0
2021-10-06,Estonia,Tallinn,12.86,61.41,0,0
2021-10-06,Finland,Helsinki,11.85,72.75,0,0
2021-10-06,France,Paris,12.72,77.87,0,0
2021-10-06,Germany,Berlin,13.55,82.7,0,0
2021-10-06,Greece,Athens,19.05,56.54,0,0
2021-10-06,Hungary,Budapest,12.11,85.87,16.34,0
2021-10-06,Iceland,Reykjavik,6.13,60.95,0,0
2021-10-06,Ireland,Dublin,12.61,87.7,0.5,0
2021-10-06,Israel,Jerusalem,19.52,65.79,0,0
2021-10-06,Italy,Rome,18.57,74.04,27.32,0
2021-10-06,Japan,Tokyo,22.58,70,0,0
2021-10-06,Latvia,Riga,13.16,54.58,0,0
2021-10-06,Lithuania,Vilnius,10.68,58.79,0,0
2021-10-06,Luxembourg,Luxembourg,9.95,92.37,3.52,0
2021-10-06,Mexico,Mexico City,16.13,74.95,0.93,0
2021-10-06,Netherlands,Amsterdam,12.88,89.25,26,0
2021-10-06,New Zealand,Wellington,16.1,77.75,7.36,0
2021-10-06,Norway,Oslo,10.64,45.08,0.51,0
2021-10-06,Poland,Warsaw,14.58,66.58,1.61,0
2021-10-06,Portugal,Lisbon,20.83,66,0,0
2021-10-06,Slovakia,Bratislava,12.44,86.04,6.56,0
2021-10-06,Slovenia,Ljubljana,12.38,93.12,28.41,0
2021-10-06,South Korea,Seoul,19.09,88.29,5.13,0
2021-10-06,Spain,Madrid,18.15,62.16,0,0
2021-10-06,Sweden,Stockholm,13,89.08,8.18,0
2021-10-06,Switzerland,Bern,9.69,83.2,5.72,0
2021-10-06,Taiwan,Taipei,29.37,57.04,0,0
2021-10-06,Turkey,Ankara,11.59,57.87,0,0
2021-10-06,United Kingdom,London,12.78,73.91,0,0
2021-10-06,United States,Washington D.C.,20.62,91.2,7.39,0
