Date,Country,City,Temp,Humidity,Rain,Snow
2020-09-08,Australia,Canberra,14,85,0,0
2020-09-08,Austria,Vienna,22,52,0,0
2020-09-08,Belgium,Brussels,18,77,0,0
2020-09-08,Canada,Ottawa,15,80,0.8,0
2020-09-08,Chile,Santiago,11,64,0.9,0
2020-09-08,China,Beijing,29,40,0.8,0
2020-09-08,Colombia,Bogota,15,83,5,0
2020-09-08,Costa Rica,SanJose,29,29,0,0
2020-09-08,Czechia,Prague,19,55,0,0
2020-09-08,Denmark,Copenhagen,18,72,0.8,0
2020-09-08,Estonia,Tallinn,13,89,6.8,0
2020-09-08,Finland,Helsinki,14,86,15.3,0
2020-09-08,France,Paris,22,54,0,0
2020-09-08,Germany,Berlin,18,64,0,0
2020-09-08,Greece,Athens,30,35,0,0
2020-09-08,Hungary,Budapest,24,44,0,0
2020-09-08,Iceland,Reykjavik,10,81,4.4,0
2020-09-08,Ireland,Dublin,18,88,0.3,0
2020-09-08,Israel,Jerusalem,29,58,0,0
2020-09-08,Italy,Rome,27,52,0,0
2020-09-08,Japan,Tokyo,32,61,0,0
2020-09-08,Latvia,Riga,14,85,9.8,0
2020-09-08,Lithuania,Vilnius,13,84,0.4,0
2020-09-08,Luxembourg,Luxembourg,19,62,0,0
2020-09-08,Mexico,Mexico City,20,66,36.8,0
2020-09-08,Netherlands,Amsterdam,19,83,0,0
2020-09-08,New Zealand,Wellington,10,79,0,0
2020-09-08,Norway,Oslo,14,67,0.4,0
2020-09-08,Poland,Warsaw,18,61,0,0
2020-09-08,Portugal,Lisbon,25,43,0,0
2020-09-08,Slovakia,Bratislava,20,61,0,0
2020-09-08,Slovenia,Ljubljana,17,76,0,0
2020-09-08,South Korea,Seoul,24,66,10.5,0
2020-09-08,Spain,Madrid,22,37,0,0
2020-09-08,Sweden,Stockholm,15,72,3.2,0
2020-09-08,Switzerland,Bern,17,81,0,0
2020-09-08,Taiwan,Taipei,28,69,0.7,0
2020-09-08,Turkey,Ankara,27,47,0,0
2020-09-08,United Kingdom,London,21,75,0.1,0
2020-09-08,United States,Washington D.C.,27,75,0,0
