Date,Country,City,Temp,Humidity,Rain,Snow
2021-02-23,Australia,Canberra,15,72,0.3,0
2021-02-23,Austria,Vienna,9,76,0,0
2021-02-23,Belgium,Brussels,12,73,0,0
2021-02-23,Canada,Ottawa,-1,94,4.1,25
2021-02-23,Chile,Santiago,22,30,0,0
2021-02-23,China,Beijing,3,34,0.2,1
2021-02-23,Colombia,Bogota,17,79,5.1,0
2021-02-23,Costa Rica,SanJose,14,51,0,0
2021-02-23,Czechia,Prague,8,77,0,0
2021-02-23,Denmark,Copenhagen,8,83,0,0
2021-02-23,Estonia,Tallinn,1,98,0.2,0
2021-02-23,Finland,Helsinki,-2,96,2.1,0
2021-02-23,France,Paris,12,72,0,0
2021-02-23,Germany,Berlin,11,80,0,0
2021-02-23,Greece,Athens,13,58,0,0
2021-02-23,Hungary,Budapest,8,82,0,0
2021-02-23,Iceland,Reykjavik,2,75,0.1,1
2021-02-23,Ireland,Dublin,10,87,7.5,0
2021-02-23,Israel,Jerusalem,12,51,0.2,0
2021-02-23,Italy,Rome,16,70,0,0
2021-02-23,Japan,Tokyo,11,37,0,0
2021-02-23,Latvia,Riga,1,97,1.3,0
2021-02-23,Lithuania,Vilnius,0,98,0,0
2021-02-23,Luxembourg,Luxembourg,10,79,0,0
2021-02-23,Mexico,Mexico City,18,44,0,0
2021-02-23,Netherlands,Amsterdam,12,76,0,0
2021-02-23,New Zealand,Wellington,18,80,0,0
2021-02-23,Norway,Oslo,3,97,0,0
2021-02-23,Poland,Warsaw,3,91,0,0
2021-02-23,Portugal,Lisbon,13,78,0.3,0
2021-02-23,Slovakia,Bratislava,7,85,0,0
2021-02-23,Slovenia,Ljubljana,9,83,0,0
2021-02-23,South Korea,Seoul,0,21,0,0
2021-02-23,Spain,Madrid,10,58,0,0
2021-02-23,Sweden,Stockholm,3,95,0,0
2021-02-23,Switzerland,Bern,10,69,0,0
2021-02-23,Taiwan,Taipei,21,67,0.1,0
2021-02-23,Turkey,Ankara,4,67,0,0
2021-02-23,United Kingdom,London,11,72,0,0
2021-02-23,United States,Washington D.C.,5,79,0.5,0
