tDate,Country,City,Temp,Humidity,Rain,Snow
2020-09-03,Australia,Canberra,13,81,5.9,0
2020-09-03,Austria,Vienna,20,52,0,0
2020-09-03,Belgium,Brussels,19,66,0,0
2020-09-03,Canada,Ottawa,20,79,0.2,0
2020-09-03,Chile,Santiago,10,71,1.2,0
2020-09-03,China,Beijing,27,30,0.1,0
2020-09-03,Colombia,Bogota,17,81,7.7,0
2020-09-03,Costa Rica,SanJose,27,50,0,0
2020-09-03,Czechia,Prague,17,61,0,0
2020-09-03,Denmark,Copenhagen,18,69,0.3,0
2020-09-03,Estonia,Tallinn,17,88,4.1,0
2020-09-03,Finland,Helsinki,17,86,1.7,0
2020-09-03,France,Paris,22,44,0,0
2020-09-03,Germany,Berlin,19,65,0.1,0
2020-09-03,Greece,Athens,31,47,0,0
2020-09-03,Hungary,Budapest,22,47,0,0
2020-09-03,Iceland,Reykjavik,9,77,0.1,0
2020-09-03,Ireland,Dublin,15,81,1.7,0
2020-09-03,Israel,Jerusalem,32,41,0,0
2020-09-03,Italy,Rome,25,58,0,0
2020-09-03,Japan,Tokyo,31,65,0.9,0
2020-09-03,Latvia,Riga,17,81,2.9,0
2020-09-03,Lithuania,Vilnius,16,78,0,0
2020-09-03,Luxembourg,Luxembourg,17,64,0,0
2020-09-03,Mexico,Mexico City,21,51,0.1,0
2020-09-03,Netherlands,Amsterdam,17,75,0.9,0
2020-09-03,New Zealand,Wellington,9,65,0,0
2020-09-03,Norway,Oslo,14,76,1.3,0
2020-09-03,Poland,Warsaw,17,68,0,0
2020-09-03,Portugal,Lisbon,26,43,0,0
2020-09-03,Slovakia,Bratislava,19,59,0,0
2020-09-03,Slovenia,Ljubljana,17,77,0,0
2020-09-03,South Korea,Seoul,22,70,106,0
2020-09-03,Spain,Madrid,27,36,0,0
2020-09-03,Sweden,Stockholm,16,91,2.8,0
2020-09-03,Switzerland,Bern,17,77,0,0
2020-09-03,Taiwan,Taipei,30,63,8.7,0
2020-09-03,Turkey,Ankara,32,23,0,0
2020-09-03,United Kingdom,London,19,75,0.5,0
2020-09-03,United States,Washington D.C.,30,70,2.3,0
