Date,Country,City,Temp,Humidity,Rain,Snow
2021-05-02,Australia,Canberra,15,73,0,0
2021-05-02,Austria,Vienna,10,83,0.1,0
2021-05-02,Belgium,Brussels,9,66,0.1,0
2021-05-02,Canada,Ottawa,6,73,3.5,0
2021-05-02,Chile,Santiago,12,61,0.7,0
2021-05-02,China,Beijing,20,17,0,0
2021-05-02,Colombia,Bogota,15,90,17.9,0
2021-05-02,Costa Rica,SanJose,18,62,0,0
2021-05-02,Czechia,Prague,6,92,32.7,0
2021-05-02,Denmark,Copenhagen,9,66,0.3,0
2021-05-02,Estonia,Tallinn,6,55,0,0
2021-05-02,Finland,Helsinki,6,53,0,0
2021-05-02,France,Paris,11,64,0.7,0
2021-05-02,Germany,Berlin,10,74,0.1,0
2021-05-02,Greece,Athens,26,37,0,0
2021-05-02,Hungary,Budapest,15,80,3.5,0
2021-05-02,Iceland,Reykjavik,3,52,0,0
2021-05-02,Ireland,Dublin,9,76,1.9,0
2021-05-02,Israel,Jerusalem,26,30,0,0
2021-05-02,Italy,Rome,16,80,3.9,0
2021-05-02,Japan,Tokyo,19,47,2.6,0
2021-05-02,Latvia,Riga,8,62,0,0
2021-05-02,Lithuania,Vilnius,8,73,29.6,0
2021-05-02,Luxembourg,Luxembourg,9,70,0.3,0
2021-05-02,Mexico,Mexico City,25,31,0,0
2021-05-02,Netherlands,Amsterdam,9,70,0.3,0
2021-05-02,New Zealand,Wellington,12,77,0,0
2021-05-02,Norway,Oslo,8,67,0.3,0
2021-05-02,Poland,Warsaw,10,87,25,0
2021-05-02,Portugal,Lisbon,15,58,0,0
2021-05-02,Slovakia,Bratislava,11,86,3.7,0
2021-05-02,Slovenia,Ljubljana,14,87,14.6,0
2021-05-02,South Korea,Seoul,14,59,3.8,0
2021-05-02,Spain,Madrid,14,52,0.6,0
2021-05-02,Sweden,Stockholm,10,62,0.5,0
2021-05-02,Switzerland,Bern,5,98,25.7,0
2021-05-02,Taiwan,Taipei,27,65,0,0
2021-05-02,Turkey,Ankara,22,44,0,0
2021-05-02,United Kingdom,London,12,65,0.9,0
2021-05-02,United States,Washington D.C.,22,47,0,0
