tDate,Country,City,Temp,Humidity,Rain,Snow
2021-04-16,Australia,Canberra,13,68,0,0
2021-04-16,Austria,Vienna,7,62,0,0
2021-04-16,Belgium,Brussels,7,66,0,0
2021-04-16,Canada,Ottawa,4,97,12.6,0
2021-04-16,Chile,Santiago,19,33,0,0
2021-04-16,China,Beijing,15,16,0,0
2021-04-16,Colombia,Bogota,16,84,6.9,0
2021-04-16,Costa Rica,SanJose,20,46,0,0
2021-04-16,Czechia,Prague,1,99,5.3,37
2021-04-16,Denmark,Copenhagen,8,55,0,0
2021-04-16,Estonia,Tallinn,5,60,0,0
2021-04-16,Finland,Helsinki,6,58,0,0
2021-04-16,France,Paris,7,62,0.1,0
2021-04-16,Germany,Berlin,7,76,4.3,0
2021-04-16,Greece,Athens,16,67,0.2,0
2021-04-16,Hungary,Budapest,8,60,0,0
2021-04-16,Iceland,Reykjavik,4,81,4.8,0
2021-04-16,Ireland,Dublin,8,74,0,0
2021-04-16,Israel,Jerusalem,25,25,0,0
2021-04-16,Italy,Rome,13,66,0.2,0
2021-04-16,Japan,Tokyo,15,51,0.1,0
2021-04-16,Latvia,Riga,7,65,0.1,0
2021-04-16,Lithuania,Vilnius,6,89,1.1,0
2021-04-16,Luxembourg,Luxembourg,4,79,0.2,1
2021-04-16,Mexico,Mexico City,27,26,0.5,0
2021-04-16,Netherlands,Amsterdam,8,65,0,0
2021-04-16,New Zealand,Wellington,16,80,0,0
2021-04-16,Norway,Oslo,6,66,0,0
2021-04-16,Poland,Warsaw,4,93,4.3,0
2021-04-16,Portugal,Lisbon,18,67,0.4,0
2021-04-16,Slovakia,Bratislava,6,73,0,0
2021-04-16,Slovenia,Ljubljana,5,79,0,0
2021-04-16,South Korea,Seoul,12,43,4.3,0
2021-04-16,Spain,Madrid,13,50,0.7,0
2021-04-16,Sweden,Stockholm,7,60,0,0
2021-04-16,Switzerland,Bern,5,66,0,0
2021-04-16,Taiwan,Taipei,21,87,2.4,0
2021-04-16,Turkey,Ankara,15,50,0,0
2021-04-16,United Kingdom,London,9,62,0,0
2021-04-16,United States,Washington D.C.,10,58,0,0
