Date,Country,City,Temp,Humidity,Rain,Snow
2021-01-11,Australia,Canberra,26,45,0,0
2021-01-11,Austria,Vienna,-1,69,0,0
2021-01-11,Belgium,Brussels,3,90,0.2,0
2021-01-11,Canada,Ottawa,-3,92,0.2,2
2021-01-11,Chile,Santiago,18,38,0,0
2021-01-11,China,Beijing,-3,29,0,0
2021-01-11,Colombia,Bogota,15,84,7.3,0
2021-01-11,Costa Rica,SanJose,14,69,0,0
2021-01-11,Czechia,Prague,-4,88,0,0
2021-01-11,Denmark,Copenhagen,4,89,3,0
2021-01-11,Estonia,Tallinn,-3,89,0.5,3
2021-01-11,Finland,Helsinki,-2,88,10.6,88
2021-01-11,France,Paris,3,82,0,0
2021-01-11,Germany,Berlin,1,88,0.5,3
2021-01-11,Greece,Athens,18,79,0,0
2021-01-11,Hungary,Budapest,3,59,0,0
2021-01-11,Iceland,Reykjavik,-5,58,0,0
2021-01-11,Ireland,Dublin,7,86,2.8,0
2021-01-11,Israel,Jerusalem,17,54,0,0
2021-01-11,Italy,Rome,7,81,0.1,0
2021-01-11,Japan,Tokyo,4,34,0,0
2021-01-11,Latvia,Riga,-2,92,1.5,8
2021-01-11,Lithuania,Vilnius,-3,94,0.5,1
2021-01-11,Luxembourg,Luxembourg,0,80,0,0
2021-01-11,Mexico,Mexico City,15,54,0.8,0
2021-01-11,Netherlands,Amsterdam,5,85,0.5,0
2021-01-11,New Zealand,Wellington,17,79,0.5,0
2021-01-11,Norway,Oslo,-10,91,6,18
2021-01-11,Poland,Warsaw,0,81,0,0
2021-01-11,Portugal,Lisbon,6,54,0,0
2021-01-11,Slovakia,Bratislava,-2,79,0,0
2021-01-11,Slovenia,Ljubljana,-2,75,0,0
2021-01-11,South Korea,Seoul,-6,63,0,0
2021-01-11,Spain,Madrid,-1,86,0,0
2021-01-11,Sweden,Stockholm,0,87,5.8,0
2021-01-11,Switzerland,Bern,-4,78,0,0
2021-01-11,Taiwan,Taipei,9,88,26,0
2021-01-11,Turkey,Ankara,13,75,0.2,0
2021-01-11,United Kingdom,London,4,89,0.7,0
2021-01-11,United States,Washington D.C.,4,66,0,0
