tDate,Country,City,Temp,Humidity,Rain,Snow
2020-01-24,Australia,Canberra,24,41,0,0
2020-01-24,Austria,Vienna,1,80,0,0
2020-01-24,Belgium,Brussels,4,84,0,0
2020-01-24,Canada,Ottawa,-3,94,0,0
2020-01-24,Chile,Santiago,24,48,0,0
2020-01-24,China,Beijing,0,39,0,0
2020-01-24,Colombia,Bogota,17,84,12.4,0
2020-01-24,Costa Rica,SanJose,14,74,0,0
2020-01-24,Czechia,Prague,1,79,0,0
2020-01-24,Denmark,Copenhagen,7,88,0.2,0
2020-01-24,Estonia,Tallinn,3,90,0,0
2020-01-24,Finland,Helsinki,2,84,0.4,0
2020-01-24,France,Paris,5,74,0,0
2020-01-24,Germany,Berlin,3,82,0,0
2020-01-24,Greece,Athens,9,62,0,0
2020-01-24,Hungary,Budapest,2,71,0,0
2020-01-24,Iceland,Reykjavik,-1,73,1.2,2
2020-01-24,Ireland,Dublin,7,89,0,0
2020-01-24,Israel,Jerusalem,7,78,3.7,0
2020-01-24,Italy,Rome,11,69,0.6,0
2020-01-24,Japan,Tokyo,11,69,0,0
2020-01-24,Latvia,Riga,7,84,0.7,0
2020-01-24,Lithuania,Vilnius,4,88,1.6,0
2020-01-24,Luxembourg,Luxembourg,2,82,0,0
2020-01-24,Mexico,Mexico City,13,55,1.3,0
2020-01-24,Netherlands,Amsterdam,5,86,0,0
2020-01-24,New Zealand,Wellington,19,87,1,0
2020-01-24,Norway,Oslo,0,81,0,0
2020-01-24,Poland,Warsaw,2,73,0,0
2020-01-24,Portugal,Lisbon,11,81,0.2,0
2020-01-24,Slovakia,Bratislava,1,83,0,0
2020-01-24,Slovenia,Ljubljana,3,80,0,0
2020-01-24,South Korea,Seoul,5,65,0,0
2020-01-24,Spain,Madrid,6,85,6.4,0
2020-01-24,Sweden,Stockholm,5,80,0,0
2020-01-24,Switzerland,Bern,4,71,0,0
2020-01-24,Taiwan,Taipei,22,77,0.1,0
2020-01-24,Turkey,Ankara,-2,71,0,0
2020-01-24,United Kingdom,London,7,84,0,0
2020-01-24,United States,Washington D.C.,5,85,0.6,0
