Date,Country,City,Temp,Humidity,Rain,Snow
2022-01-02,Australia,Canberra,24.21,59.45,1.02,0
2022-01-02,Austria,Vienna,8.28,78.16,0,0
2022-01-02,Belgium,Brussels,11.88,82.16,14.4,0
2022-01-02,Canada,Ottawa,-8.19,70.16,0,0.52
2022-01-02,Chile,Santiago,22.17,38.12,0,0
2022-01-02,China,Beijing,-4.11,29.58,0,0
2022-01-02,Colombia,Bogota,13.75,75.62,4.88,0
2022-01-02,Costa Rica,Sanjose,19.97,70.5,1.43,0
2022-01-02,Czechia,Prague,7.64,80.91,0,0
2022-01-02,Denmark,Copenhagen,8.87,96.91,11.75,0
2022-01-02,Estonia,Tallinn,-5.3,85.87,0,1.49
2022-01-02,Finland,Helsinki,-5.33,90.79,0,2.88
2022-01-02,France,Paris,11.86,82.66,0,0
2022-01-02,Germany,Berlin,10.02,87.5,5.27,0
2022-01-02,Greece,Athens,14.3,65.54,25.4,0
2022-01-02,Hungary,Budapest,8.09,84.41,0,0
2022-01-02,Iceland,Reykjavik,-5.02,57.16,0,0
2022-01-02,Ireland,Dublin,10.01,77.79,0,0
2022-01-02,Israel,Jerusalem,10.34,86.75,3.23,0
2022-01-02,Italy,Rome,9.42,85.83,0,0
2022-01-02,Japan,Tokyo,4.69,51.79,0,0
2022-01-02,Latvia,Riga,-2.6,95.04,0,9.22
2022-01-02,Lithuania,Vilnius,-2.46,95.33,0,15.11
2022-01-02,Luxembourg,Luxembourg,8.49,90.37,13.11,0
2022-01-02,Mexico,Mexico City,16.24,37.41,0,0
2022-01-02,Netherlands,Amsterdam,11.43,88.41,12.84,0
2022-01-02,New Zealand,Wellington,21.9,65.25,0,0
2022-01-02,Norway,Oslo,0.76,55.37,0,0
2022-01-02,Poland,Warsaw,7.15,90,5.7,0
2022-01-02,Portugal,Lisbon,14.6,88.83,0,0
2022-01-02,Slovakia,Bratislava,6.66,88.45,0,0
2022-01-02,Slovenia,Ljubljana,3.14,92.29,0,0
2022-01-02,South Korea,Seoul,-4.17,62,0,0
2022-01-02,Spain,Madrid,9.44,70.25,0,0
2022-01-02,Sweden,Stockholm,2.11,95.58,2.8,7.28
2022-01-02,Switzerland,Bern,6.23,72.66,0,0
2022-01-02,Taiwan,Taipei,17.4,78.62,4.25,0
2022-01-02,Turkey,Ankara,4.72,71.95,0.5,0
2022-01-02,United Kingdom,London,11.44,86.29,3.05,0
2022-01-02,United States,Washington D.C.,15.38,92.08,14.01,0
