Date,Country,City,Temp,Humidity,Rain,Snow
2021-06-25,Australia,Canberra,7.06,92.79,63.54,0
2021-06-25,Austria,Vienna,20.73,64.16,18.01,0
2021-06-25,Belgium,Brussels,15.32,80.16,1,0
2021-06-25,Canada,Ottawa,21.62,56.04,0.5,0
2021-06-25,Chile,Santiago,9.35,92.7,10.93,0
2021-06-25,China,Beijing,22.13,86.91,1.5,0
2021-06-25,Colombia,Bogota,11.59,89.12,1.48,0
2021-06-25,Costa Rica,Sanjose,20.9,82.75,1.27,0
2021-06-25,Czechia,Prague,17.31,88.75,13.88,0
2021-06-25,Denmark,Copenhagen,16.85,69.12,0,0
2021-06-25,Estonia,Tallinn,20.26,87.33,0.32,0
2021-06-25,Finland,Helsinki,20.61,79.54,0,0
2021-06-25,France,Paris,15.91,78.83,15.01,0
2021-06-25,Germany,Berlin,20.33,66.45,0.66,0
2021-06-25,Greece,Athens,31.07,45.12,0,0
2021-06-25,Hungary,Budapest,26.68,60,1,0
2021-06-25,Iceland,Reykjavik,9.81,81.91,1.84,0
2021-06-25,Ireland,Dublin,11.27,80.91,5.32,0
2021-06-25,Israel,Jerusalem,26.12,65.54,0,0
2021-06-25,Italy,Rome,25.09,66.41,0,0
2021-06-25,Japan,Tokyo,23.98,77.37,1.91,0
2021-06-25,Latvia,Riga,20.97,86.29,1,0
2021-06-25,Lithuania,Vilnius,22.77,75.45,8.34,0
2021-06-25,Luxembourg,Luxembourg,16.38,68.29,0,0
2021-06-25,Mexico,Mexico City,16.89,73.08,146.39,0
2021-06-25,Netherlands,Amsterdam,15.52,85.37,4.93,0
2021-06-25,New Zealand,Wellington,14.19,85.29,1.39,0
2021-06-25,Norway,Oslo,16.02,65.66,0,0
2021-06-25,Poland,Warsaw,21.56,84.37,3.21,0
2021-06-25,Portugal,Lisbon,23.35,40.7,0,0
2021-06-25,Slovakia,Bratislava,22.13,59.75,0.5,0
2021-06-25,Slovenia,Ljubljana,22.26,59.91,0.5,0
2021-06-25,South Korea,Seoul,23.9,68.87,5.94,0
2021-06-25,Spain,Madrid,23.92,40.04,0,0
2021-06-25,Sweden,Stockholm,18.16,81.45,7.1,0
2021-06-25,Switzerland,Bern,15.46,83.7,1.13,0
2021-06-25,Taiwan,Taipei,26.46,91.12,13.44,0
2021-06-25,Turkey,Ankara,20.27,62.08,0.75,0
2021-06-25,United Kingdom,London,17.12,70.12,4.04,0
2021-06-25,United States,Washington D.C.,20.54,66.91,0.5,0
