tDate,Country,City,Temp,Humidity,Rain,Snow
2020-04-03,Australia,Canberra,15,90,18.2,0
2020-04-03,Austria,Vienna,10,51,0.1,0
2020-04-03,Belgium,Brussels,7,75,0.2,0
2020-04-03,Canada,Ottawa,7,82,0.8,0
2020-04-03,Chile,Santiago,22,24,0,0
2020-04-03,China,Beijing,22,14,0,0
2020-04-03,Colombia,Bogota,17,83,11.7,0
2020-04-03,Costa Rica,SanJose,13,61,0,0
2020-04-03,Czechia,Prague,6,69,1.3,0
2020-04-03,Denmark,Copenhagen,5,54,1.6,2
2020-04-03,Estonia,Tallinn,2,75,4.9,4
2020-04-03,Finland,Helsinki,3,73,4.5,18
2020-04-03,France,Paris,11,68,1.7,0
2020-04-03,Germany,Berlin,7,59,2.6,0
2020-04-03,Greece,Athens,11,76,2.2,0
2020-04-03,Hungary,Budapest,11,52,0,0
2020-04-03,Iceland,Reykjavik,-3,50,0.5,3
2020-04-03,Ireland,Dublin,6,76,0,0
2020-04-03,Israel,Jerusalem,16,49,0,0
2020-04-03,Italy,Rome,13,60,0,0
2020-04-03,Japan,Tokyo,14,43,0.2,0
2020-04-03,Latvia,Riga,5,57,2.9,4
2020-04-03,Lithuania,Vilnius,5,70,2.8,5
2020-04-03,Luxembourg,Luxembourg,7,77,0.3,0
2020-04-03,Mexico,Mexico City,24,46,25.1,0
2020-04-03,Netherlands,Amsterdam,7,68,0.8,0
2020-04-03,New Zealand,Wellington,13,83,0.3,0
2020-04-03,Norway,Oslo,2,42,0,0
2020-04-03,Poland,Warsaw,7,58,0,0
2020-04-03,Portugal,Lisbon,16,70,0,0
2020-04-03,Slovakia,Bratislava,9,62,0,0
2020-04-03,Slovenia,Ljubljana,10,58,0,0
2020-04-03,South Korea,Seoul,13,41,0,0
2020-04-03,Spain,Madrid,15,49,0.3,0
2020-04-03,Sweden,Stockholm,3,49,0.3,1
2020-04-03,Switzerland,Bern,6,78,0.1,0
2020-04-03,Taiwan,Taipei,22,82,3.9,0
2020-04-03,Turkey,Ankara,8,71,6.2,0
2020-04-03,United Kingdom,London,8,57,0,0
2020-04-03,United States,Washington D.C.,11,59,0,0
