tDate,Country,City,Temp,Humidity,Rain,Snow
2023-04-20,Australia,Canberra,12.39,76.16,0,0
2023-04-20,Austria,Vienna,11.28,74.41,0,0
2023-04-20,Belgium,Brussels,7.17,69.54,2.1,0
2023-04-20,Canada,Ottawa,4.68,56.29,0,0
2023-04-20,Chile,Santiago,20.94,24.16,0,0
2023-04-20,China,Beijing,14.98,18.58,0,0
2023-04-20,Colombia,Bogota,13.92,82.45,6.01,0
2023-04-20,Costa Rica,Sanjose,21.54,63.04,0,0
2023-04-20,Czechia,Prague,7.69,81.95,0,0
2023-04-20,Denmark,Copenhagen,9.66,55.25,0,0
2023-04-20,Estonia,Tallinn,5.73,68.83,0,0
2023-04-20,Finland,Helsinki,9.87,53.75,0,0
2023-04-20,France,Paris,9.04,61.16,0,0
2023-04-20,Germany,Berlin,9.23,80.33,0.86,0
2023-04-20,Greece,Athens,16.85,62.54,3.21,0
2023-04-20,Hungary,Budapest,14.44,60.2,0,0
2023-04-20,Iceland,Reykjavik,8.56,78.29,0,0
2023-04-20,Ireland,Dublin,8.79,71.5,0,0
2023-04-20,Israel,Jerusalem,13.69,71.45,0,0
2023-04-20,Italy,Rome,14.79,68.75,1.02,0
2023-04-20,Japan,Tokyo,21.39,67.7,0,0
2023-04-20,Latvia,Riga,8.87,57.91,0,0
2023-04-20,Lithuania,Vilnius,11.23,62.45,0,0
2023-04-20,Luxembourg,Luxembourg,5.31,76.87,2.67,0
2023-04-20,Mexico,Mexico City,23.15,26.33,0,0
2023-04-20,Netherlands,Amsterdam,9.15,74.91,1.1,0
2023-04-20,New Zealand,Wellington,17.69,92.7,1.26,0
2023-04-20,Norway,Oslo,10.11,66,0,0
2023-04-20,Poland,Warsaw,13.22,61.08,0.5,0
2023-04-20,Portugal,Lisbon,16.14,64.83,0,0
2023-04-20,Slovakia,Bratislava,10.78,74.2,0,0
2023-04-20,Slovenia,Ljubljana,9.72,84.12,0,0
2023-04-20,South Korea,Seoul,16.42,79.33,0,0
2023-04-20,Spain,Madrid,18.64,31.75,0,0
2023-04-20,Sweden,Stockholm,9.03,46.33,0,0
2023-04-20,Switzerland,Bern,4.6,92.2,1.32,0
2023-04-20,Taiwan,Taipei,21.63,92.95,22.86,0
2023-04-20,Turkey,Ankara,10.79,67.58,0,0
2023-04-20,United Kingdom,London,8.81,70.12,0.89,0
2023-04-20,United States,Washington D.C.,19.84,59,0,0
