tDate,Country,City,Temp,Humidity,Rain,Snow
2022-05-30,Australia,Canberra,6.18,93.87,10.1,0
2022-05-30,Austria,Vienna,15.19,63.37,0,0
2022-05-30,Belgium,Brussels,11.41,69.58,0,0
2022-05-30,Canada,Ottawa,20.93,67.62,0,0
2022-05-30,Chile,Santiago,10.76,44.79,0,0
2022-05-30,China,Beijing,22.06,13.04,0.62,0
2022-05-30,Colombia,Bogota,13.12,79.54,0,0
2022-05-30,Costa Rica,Sanjose,20.43,85.79,1.69,0
2022-05-30,Czechia,Prague,12.56,69.04,0,0
2022-05-30,Denmark,Copenhagen,12.13,86.2,4.01,0
2022-05-30,Estonia,Tallinn,11.38,80.41,1.14,0
2022-05-30,Finland,Helsinki,12.86,73.79,0,0
2022-05-30,France,Paris,14.1,58.87,0,0
2022-05-30,Germany,Berlin,12.73,72.04,0,0
2022-05-30,Greece,Athens,24.99,56.79,0,0
2022-05-30,Hungary,Budapest,15.04,67.25,0,0
2022-05-30,Iceland,Reykjavik,8.54,90.04,0,0
2022-05-30,Ireland,Dublin,9.9,81,0.24,0
2022-05-30,Israel,Jerusalem,25.65,41.16,0,0
2022-05-30,Italy,Rome,24.3,58.58,0,0
2022-05-30,Japan,Tokyo,21.5,74.12,44.24,0
2022-05-30,Latvia,Riga,11.15,85.5,3.18,0
2022-05-30,Lithuania,Vilnius,11.03,91.95,0.75,0
2022-05-30,Luxembourg,Luxembourg,11.04,67.2,0,0
2022-05-30,Mexico,Mexico City,21.94,43.04,0,0
2022-05-30,Netherlands,Amsterdam,11.09,72.33,0,0
2022-05-30,New Zealand,Wellington,15.06,93.41,9.63,0
2022-05-30,Norway,Oslo,12.11,16.75,4.04,0
2022-05-30,Poland,Warsaw,11.63,86.79,0,0
2022-05-30,Portugal,Lisbon,18.42,78.79,0,0
2022-05-30,Slovakia,Bratislava,15.48,60.75,0,0
2022-05-30,Slovenia,Ljubljana,11.32,84.66,2.91,0
2022-05-30,South Korea,Seoul,18.92,66.87,0,0
2022-05-30,Spain,Madrid,19.7,51.12,0,0
2022-05-30,Sweden,Stockholm,11.29,74.16,0.12,0
2022-05-30,Switzerland,Bern,13.75,54.29,0,0
2022-05-30,Taiwan,Taipei,28.65,66.37,4.28,0
2022-05-30,Turkey,Ankara,25.08,36.62,1.15,0
2022-05-30,United Kingdom,London,10.79,78.83,0.54,0
2022-05-30,United States,Washington D.C.,25.44,66.33,0,0
