tDate,Country,City,Temp,Humidity,Rain,Snow
2021-01-18,Australia,Canberra,23,54,0,0
2021-01-18,Austria,Vienna,-2,88,3.1,25
2021-01-18,Belgium,Brussels,3,92,0.2,0
2021-01-18,Canada,Ottawa,-11,90,0,0
2021-01-18,Chile,Santiago,26,29,0,0
2021-01-18,China,Beijing,-1,29,0,0
2021-01-18,Colombia,Bogota,17,76,5.2,0
2021-01-18,Costa Rica,SanJose,14,41,0,0
2021-01-18,Czechia,Prague,-2,92,2.1,15
2021-01-18,Denmark,Copenhagen,2,94,4.1,3
2021-01-18,Estonia,Tallinn,-4,93,1.9,15
2021-01-18,Finland,Helsinki,-4,94,2.9,24
2021-01-18,France,Paris,4,84,0,0
2021-01-18,Germany,Berlin,-1,93,1.1,3
2021-01-18,Greece,Athens,3,79,7.3,54
2021-01-18,Hungary,Budapest,-4,78,0,0
2021-01-18,Iceland,Reykjavik,0,84,1.2,5
2021-01-18,Ireland,Dublin,4,85,5,0
2021-01-18,Israel,Jerusalem,9,79,2.9,0
2021-01-18,Italy,Rome,8,64,0,0
2021-01-18,Japan,Tokyo,5,61,0,0
2021-01-18,Latvia,Riga,-10,93,0.3,2
2021-01-18,Lithuania,Vilnius,-14,88,0,0
2021-01-18,Luxembourg,Luxembourg,1,97,0.2,1
2021-01-18,Mexico,Mexico City,17,54,1.3,0
2021-01-18,Netherlands,Amsterdam,5,87,0.6,0
2021-01-18,New Zealand,Wellington,17,64,0.5,0
2021-01-18,Norway,Oslo,-11,93,0.4,0
2021-01-18,Poland,Warsaw,-12,90,0,0
2021-01-18,Portugal,Lisbon,11,61,0,0
2021-01-18,Slovakia,Bratislava,-5,88,5.3,41
2021-01-18,Slovenia,Ljubljana,-4,83,0,0
2021-01-18,South Korea,Seoul,-3,59,2,14
2021-01-18,Spain,Madrid,6,77,0,0
2021-01-18,Sweden,Stockholm,-4,94,0,0
2021-01-18,Switzerland,Bern,-1,90,0.3,3
2021-01-18,Taiwan,Taipei,10,71,0.2,0
2021-01-18,Turkey,Ankara,-5,76,2.7,16
2021-01-18,United Kingdom,London,5,84,1.9,0
2021-01-18,United States,Washington D.C.,4,59,0,0
