Date,Country,City,Temp,Humidity,Rain,Snow
2020-03-05,Australia,Canberra,17,95,41.9,0
2020-03-05,Austria,Vienna,8,59,0,0
2020-03-05,Belgium,Brussels,7,91,44.8,0
2020-03-05,Canada,Ottawa,-2,93,0.3,3
2020-03-05,Chile,Santiago,25,24,0,0
2020-03-05,China,Beijing,8,24,0,0
2020-03-05,Colombia,Bogota,18,76,2.4,0
2020-03-05,Costa Rica,SanJose,17,59,0,0
2020-03-05,Czechia,Prague,5,67,0.1,0
2020-03-05,Denmark,Copenhagen,4,81,0.1,0
2020-03-05,Estonia,Tallinn,3,89,0.8,4
2020-03-05,Finland,Helsinki,3,89,1.1,8
2020-03-05,France,Paris,10,83,29.4,0
2020-03-05,Germany,Berlin,6,72,0.2,0
2020-03-05,Greece,Athens,13,62,0.1,0
2020-03-05,Hungary,Budapest,9,60,0,0
2020-03-05,Iceland,Reykjavik,-2,70,0,0
2020-03-05,Ireland,Dublin,5,81,1.1,0
2020-03-05,Israel,Jerusalem,20,40,0,0
2020-03-05,Italy,Rome,11,65,0,0
2020-03-05,Japan,Tokyo,12,46,6.8,0
2020-03-05,Latvia,Riga,4,81,0,0
2020-03-05,Lithuania,Vilnius,5,79,0.6,0
2020-03-05,Luxembourg,Luxembourg,5,91,32.7,0
2020-03-05,Mexico,Mexico City,22,30,0,0
2020-03-05,Netherlands,Amsterdam,5,91,22.6,0
2020-03-05,New Zealand,Wellington,14,64,0,0
2020-03-05,Norway,Oslo,-2,89,0,0
2020-03-05,Poland,Warsaw,6,65,0,0
2020-03-05,Portugal,Lisbon,15,73,2.5,0
2020-03-05,Slovakia,Bratislava,7,68,0,0
2020-03-05,Slovenia,Ljubljana,6,71,0,0
2020-03-05,South Korea,Seoul,4,37,0,0
2020-03-05,Spain,Madrid,11,69,1,0
2020-03-05,Sweden,Stockholm,2,81,0.3,1
2020-03-05,Switzerland,Bern,3,87,16.3,14
2020-03-05,Taiwan,Taipei,14,84,25.8,0
2020-03-05,Turkey,Ankara,11,51,0.1,0
2020-03-05,United Kingdom,London,7,88,26.8,0
2020-03-05,United States,Washington D.C.,8,49,0,0
