Date,Country,City,Temp,Humidity,Rain,Snow
2021-11-12,Australia,Canberra,11.31,92.25,13.74,0
2021-11-12,Austria,Vienna,5.38,86.95,0.25,0
2021-11-12,Belgium,Brussels,6.62,83.41,0,0
2021-11-12,Canada,Ottawa,7.59,79.66,17.59,0
2021-11-12,Chile,Santiago,18.98,54.45,0,0
2021-11-12,China,Beijing,8.38,37,0,0
2021-11-12,Colombia,Bogota,15.08,75.08,4.18,0
2021-11-12,Costa Rica,Sanjose,20.45,75.2,1.24,0
2021-11-12,Czechia,Prague,4.59,89.12,0,0
2021-11-12,Denmark,Copenhagen,7.68,92.25,0,0
2021-11-12,Estonia,Tallinn,6.59,76.04,0,0
2021-11-12,Finland,Helsinki,5.17,79.75,0,0
2021-11-12,France,Paris,6.6,90.7,0,0
2021-11-12,Germany,Berlin,7.51,87.7,0,0
2021-11-12,Greece,Athens,13.57,67.25,0,0
2021-11-12,Hungary,Budapest,5.45,83,0,0
2021-11-12,Iceland,Reykjavik,1.1,62.87,0,0
2021-11-12,Ireland,Dublin,12.05,84.04,0.87,0
2021-11-12,Israel,Jerusalem,17.91,33.12,0,0
2021-11-12,Italy,Rome,15.92,83.75,27.33,0
2021-11-12,Japan,Tokyo,15.05,43.79,0,0
2021-11-12,Latvia,Riga,5.63,84.33,0,0
2021-11-12,Lithuania,Vilnius,5.1,87.58,0.75,0
2021-11-12,Luxembourg,Luxembourg,1.03,97.25,0,0.25
2021-11-12,Mexico,Mexico City,15.04,42.62,0,0
2021-11-12,Netherlands,Amsterdam,8.47,88.16,1.24,0
2021-11-12,New Zealand,Wellington,17.11,92.45,9.42,0
2021-11-12,Norway,Oslo,2.39,25.33,2.77,0
2021-11-12,Poland,Warsaw,6.86,93.87,0,0
2021-11-12,Portugal,Lisbon,14.43,73.95,0,0
2021-11-12,Slovakia,Bratislava,5.01,88.33,0,0
2021-11-12,Slovenia,Ljubljana,6.11,92.2,0,0
2021-11-12,South Korea,Seoul,3.56,63.62,0,0
2021-11-12,Spain,Madrid,11.3,65.25,0,0
2021-11-12,Sweden,Stockholm,3.46,80.41,0,0
2021-11-12,Switzerland,Bern,5.52,89.66,0.5,0
2021-11-12,Taiwan,Taipei,18.79,71.2,22.64,0
2021-11-12,Turkey,Ankara,3.82,65.7,0,0
2021-11-12,United Kingdom,London,11.85,89.16,2.77,0
2021-11-12,United States,Washington D.C.,16.19,76.79,17.09,0
