Date,Country,City,Temp,Humidity,Rain,Snow
2020-10-17,Australia,Canberra,14,90,4.6,0
2020-10-17,Austria,Vienna,8,78,2.9,0
2020-10-17,Belgium,Brussels,9,76,0,0
2020-10-17,Canada,Ottawa,8,72,0,0
2020-10-17,Chile,Santiago,19,51,0.2,0
2020-10-17,China,Beijing,21,17,0,0
2020-10-17,Colombia,Bogota,17,77,2,0
2020-10-17,Costa Rica,SanJose,29,22,0,0
2020-10-17,Czechia,Prague,7,80,1.5,0
2020-10-17,Denmark,Copenhagen,9,72,0,0
2020-10-17,Estonia,Tallinn,6,77,0.3,0
2020-10-17,Finland,Helsinki,6,81,0.6,0
2020-10-17,France,Paris,10,70,0,0
2020-10-17,Germany,Berlin,11,74,0.7,0
2020-10-17,Greece,Athens,24,59,0,0
2020-10-17,Hungary,Budapest,10,78,0,0
2020-10-17,Iceland,Reykjavik,7,81,0.1,0
2020-10-17,Ireland,Dublin,11,78,1.1,0
2020-10-17,Israel,Jerusalem,23,59,0,0
2020-10-17,Italy,Rome,16,65,0.9,0
2020-10-17,Japan,Tokyo,14,78,10.4,0
2020-10-17,Latvia,Riga,6,67,0,0
2020-10-17,Lithuania,Vilnius,6,81,0,0
2020-10-17,Luxembourg,Luxembourg,8,72,0,0
2020-10-17,Mexico,Mexico City,19,51,0.4,0
2020-10-17,Netherlands,Amsterdam,10,76,0.2,0
2020-10-17,New Zealand,Wellington,11,81,1.2,0
2020-10-17,Norway,Oslo,6,80,0,0
2020-10-17,Poland,Warsaw,8,79,1.2,0
2020-10-17,Portugal,Lisbon,17,72,0,0
2020-10-17,Slovakia,Bratislava,8,86,2.5,0
2020-10-17,Slovenia,Ljubljana,8,90,1.5,0
2020-10-17,South Korea,Seoul,18,56,4.4,0
2020-10-17,Spain,Madrid,16,39,0,0
2020-10-17,Sweden,Stockholm,8,79,0,0
2020-10-17,Switzerland,Bern,7,91,0.7,0
2020-10-17,Taiwan,Taipei,21,81,5.6,0
2020-10-17,Turkey,Ankara,21,30,0,0
2020-10-17,United Kingdom,London,12,66,0.2,0
2020-10-17,United States,Washington D.C.,14,56,0.3,0
