tDate,Country,City,Temp,Humidity,Rain,Snow
2020-02-23,Australia,Canberra,21,67,0,0
2020-02-23,Austria,Vienna,11,62,0,0
2020-02-23,Belgium,Brussels,11,82,11.1,0
2020-02-23,Canada,Ottawa,-1,94,0,0
2020-02-23,Chile,Santiago,23,37,0,0
2020-02-23,China,Beijing,7,24,0,0
2020-02-23,Colombia,Bogota,17,85,15.5,0
2020-02-23,Costa Rica,SanJose,13,76,0,0
2020-02-23,Czechia,Prague,9,71,4,0
2020-02-23,Denmark,Copenhagen,5,67,0.6,0
2020-02-23,Estonia,Tallinn,3,80,4.9,0
2020-02-23,Finland,Helsinki,3,77,0.6,2
2020-02-23,France,Paris,13,80,0.8,0
2020-02-23,Germany,Berlin,5,79,18.7,0
2020-02-23,Greece,Athens,10,65,0.2,0
2020-02-23,Hungary,Budapest,10,64,0.4,0
2020-02-23,Iceland,Reykjavik,0,72,4.1,9
2020-02-23,Ireland,Dublin,6,83,11.3,0
2020-02-23,Israel,Jerusalem,10,74,0.3,0
2020-02-23,Italy,Rome,13,73,0.1,0
2020-02-23,Japan,Tokyo,13,33,0,0
2020-02-23,Latvia,Riga,3,78,10,71
2020-02-23,Lithuania,Vilnius,3,76,2.5,9
2020-02-23,Luxembourg,Luxembourg,9,89,8.2,0
2020-02-23,Mexico,Mexico City,24,40,0,0
2020-02-23,Netherlands,Amsterdam,8,80,21.8,0
2020-02-23,New Zealand,Wellington,15,72,7.8,0
2020-02-23,Norway,Oslo,3,64,0,0
2020-02-23,Poland,Warsaw,5,70,4.7,0
2020-02-23,Portugal,Lisbon,17,58,0,0
2020-02-23,Slovakia,Bratislava,10,66,0,0
2020-02-23,Slovenia,Ljubljana,6,80,0,0
2020-02-23,South Korea,Seoul,6,46,0,0
2020-02-23,Spain,Madrid,18,34,0,0
2020-02-23,Sweden,Stockholm,4,68,0,0
2020-02-23,Switzerland,Bern,10,68,0,0
2020-02-23,Taiwan,Taipei,19,75,0.7,0
2020-02-23,Turkey,Ankara,4,81,3,14
2020-02-23,United Kingdom,London,12,72,3.3,0
2020-02-23,United States,Washington D.C.,9,44,0,0
