Date,Country,City,Temp,Humidity,Rain,Snow
2020-07-29,Australia,Canberra,10,81,0,0
2020-07-29,Austria,Vienna,24,60,3.9,0
2020-07-29,Belgium,Brussels,19,61,0,0
2020-07-29,Canada,Ottawa,22,76,3.9,0
2020-07-29,Chile,Santiago,14,21,0,0
2020-07-29,China,Beijing,29,64,15.3,0
2020-07-29,Colombia,Bogota,16,82,8,0
2020-07-29,Costa Rica,SanJose,27,53,0,0
2020-07-29,Czechia,Prague,22,60,0.1,0
2020-07-29,Denmark,Copenhagen,16,71,0.7,0
2020-07-29,Estonia,Tallinn,17,84,13.6,0
2020-07-29,Finland,Helsinki,17,85,9.8,0
2020-07-29,France,Paris,24,47,0,0
2020-07-29,Germany,Berlin,19,54,0,0
2020-07-29,Greece,Athens,31,39,0,0
2020-07-29,Hungary,Budapest,29,48,0,0
2020-07-29,Iceland,Reykjavik,10,81,0.8,0
2020-07-29,Ireland,Dublin,13,79,0.1,0
2020-07-29,Israel,Jerusalem,31,37,0,0
2020-07-29,Italy,Rome,32,40,0,0
2020-07-29,Japan,Tokyo,23,80,2.6,0
2020-07-29,Latvia,Riga,20,73,2.5,0
2020-07-29,Lithuania,Vilnius,20,84,4.8,0
2020-07-29,Luxembourg,Luxembourg,18,67,0,0
2020-07-29,Mexico,Mexico City,20,64,25.5,0
2020-07-29,Netherlands,Amsterdam,17,62,0.4,0
2020-07-29,New Zealand,Wellington,11,85,0.3,0
2020-07-29,Norway,Oslo,15,85,8.3,0
2020-07-29,Poland,Warsaw,23,61,6,0
2020-07-29,Portugal,Lisbon,25,70,0,0
2020-07-29,Slovakia,Bratislava,24,69,2.2,0
2020-07-29,Slovenia,Ljubljana,24,77,0.5,0
2020-07-29,South Korea,Seoul,27,74,16.8,0
2020-07-29,Spain,Madrid,33,31,0,0
2020-07-29,Sweden,Stockholm,17,76,4.8,0
2020-07-29,Switzerland,Bern,22,81,4.7,0
2020-07-29,Taiwan,Taipei,33,63,0.3,0
2020-07-29,Turkey,Ankara,27,43,0,0
2020-07-29,United Kingdom,London,19,56,0,0
2020-07-29,United States,Washington D.C.,31,56,3.3,0
