Date,Country,City,Temp,Humidity,Rain,Snow
2020-06-25,Australia,Canberra,8,85,0,0
2020-06-25,Austria,Vienna,20,66,3.4,0
2020-06-25,Belgium,Brussels,24,60,0,0
2020-06-25,Canada,Ottawa,18,74,0,0
2020-06-25,Chile,Santiago,6,34,0.3,0
2020-06-25,China,Beijing,27,60,22.1,0
2020-06-25,Colombia,Bogota,17,66,3.6,0
2020-06-25,Costa Rica,SanJose,28,56,0,0
2020-06-25,Czechia,Prague,19,77,0.9,0
2020-06-25,Denmark,Copenhagen,23,65,0,0
2020-06-25,Estonia,Tallinn,21,61,0,0
2020-06-25,Finland,Helsinki,22,55,0,0
2020-06-25,France,Paris,27,55,0,0
2020-06-25,Germany,Berlin,24,69,7.2,0
2020-06-25,Greece,Athens,26,58,0,0
2020-06-25,Hungary,Budapest,24,58,0,0
2020-06-25,Iceland,Reykjavik,10,83,0.9,0
2020-06-25,Ireland,Dublin,17,87,7.7,0
2020-06-25,Israel,Jerusalem,23,67,0,0
2020-06-25,Italy,Rome,27,44,0,0
2020-06-25,Japan,Tokyo,25,75,0.4,0
2020-06-25,Latvia,Riga,22,56,0,0
2020-06-25,Lithuania,Vilnius,24,67,0,0
2020-06-25,Luxembourg,Luxembourg,21,71,0,0
2020-06-25,Mexico,Mexico City,20,59,21.2,0
2020-06-25,Netherlands,Amsterdam,24,64,0,0
2020-06-25,New Zealand,Wellington,11,76,0.8,0
2020-06-25,Norway,Oslo,22,70,0,0
2020-06-25,Poland,Warsaw,23,69,1.1,0
2020-06-25,Portugal,Lisbon,21,72,0,0
2020-06-25,Slovakia,Bratislava,19,79,1,0
2020-06-25,Slovenia,Ljubljana,18,79,0.7,0
2020-06-25,South Korea,Seoul,23,83,14,0
2020-06-25,Spain,Madrid,29,34,2.2,0
2020-06-25,Sweden,Stockholm,26,50,0,0
2020-06-25,Switzerland,Bern,23,76,3,0
2020-06-25,Taiwan,Taipei,33,58,6.7,0
2020-06-25,Turkey,Ankara,24,59,0,0
2020-06-25,United Kingdom,London,27,53,0,0
2020-06-25,United States,Washington D.C.,27,59,4.1,0
