Date,Country,City,Temp,Humidity,Rain,Snow
2020-06-05,Australia,Canberra,7,79,0,0
2020-06-05,Austria,Vienna,14,80,8.9,0
2020-06-05,Belgium,Brussels,10,83,16.9,0
2020-06-05,Canada,Ottawa,21,80,0,0
2020-06-05,Chile,Santiago,12,37,0,0
2020-06-05,China,Beijing,29,30,0.1,0
2020-06-05,Colombia,Bogota,16,85,9.8,0
2020-06-05,Costa Rica,SanJose,21,52,0,0
2020-06-05,Czechia,Prague,14,80,15.3,0
2020-06-05,Denmark,Copenhagen,15,69,18.6,0
2020-06-05,Estonia,Tallinn,14,89,6.6,0
2020-06-05,Finland,Helsinki,13,92,8.8,0
2020-06-05,France,Paris,14,71,3.3,0
2020-06-05,Germany,Berlin,16,62,3,0
2020-06-05,Greece,Athens,22,59,0,0
2020-06-05,Hungary,Budapest,20,65,3.8,0
2020-06-05,Iceland,Reykjavik,6,61,0,0
2020-06-05,Ireland,Dublin,11,73,2.9,0
2020-06-05,Israel,Jerusalem,27,31,0.1,0
2020-06-05,Italy,Rome,21,66,34.7,0
2020-06-05,Japan,Tokyo,26,61,0,0
2020-06-05,Latvia,Riga,18,69,0,0
2020-06-05,Lithuania,Vilnius,17,79,0.4,0
2020-06-05,Luxembourg,Luxembourg,9,91,8.3,0
2020-06-05,Mexico,Mexico City,23,49,0,0
2020-06-05,Netherlands,Amsterdam,12,72,9.5,0
2020-06-05,New Zealand,Wellington,10,82,17,0
2020-06-05,Norway,Oslo,11,84,11,0
2020-06-05,Poland,Warsaw,18,70,1.5,0
2020-06-05,Portugal,Lisbon,19,70,0,0
2020-06-05,Slovakia,Bratislava,14,88,8.5,0
2020-06-05,Slovenia,Ljubljana,16,93,22.6,0
2020-06-05,South Korea,Seoul,26,55,0,0
2020-06-05,Spain,Madrid,21,42,0,0
2020-06-05,Sweden,Stockholm,15,77,0.2,0
2020-06-05,Switzerland,Bern,13,82,9,0
2020-06-05,Taiwan,Taipei,33,60,2,0
2020-06-05,Turkey,Ankara,22,48,0,0
2020-06-05,United Kingdom,London,14,56,1.1,0
2020-06-05,United States,Washington D.C.,27,70,2.4,0
