Date,Country,City,Temp,Humidity,Rain,Snow
2021-11-13,Australia,Canberra,10.02,87.75,11.06,0
2021-11-13,Austria,Vienna,4.25,88.58,0.25,0
2021-11-13,Belgium,Brussels,10.67,94.33,4.74,0
2021-11-13,Canada,Ottawa,4.31,85.12,3.44,0
2021-11-13,Chile,Santiago,17.3,50.62,0,0
2021-11-13,China,Beijing,8.87,33.83,0,0
2021-11-13,Colombia,Bogota,13.92,78.75,3.3,0
2021-11-13,Costa Rica,Sanjose,19.8,69.79,0.55,0
2021-11-13,Czechia,Prague,5.05,90.75,3.04,0
2021-11-13,Denmark,Copenhagen,7.97,86.41,1.02,0
2021-11-13,Estonia,Tallinn,4.68,80.91,0,0
2021-11-13,Finland,Helsinki,1.37,84.83,0,0
2021-11-13,France,Paris,11.08,92,1.63,0
2021-11-13,Germany,Berlin,5.68,85.95,0,0
2021-11-13,Greece,Athens,13.97,69.29,0.25,0
2021-11-13,Hungary,Budapest,3.88,98.41,0,0
2021-11-13,Iceland,Reykjavik,6.46,70.37,8.31,0
2021-11-13,Ireland,Dublin,11.4,89.41,0,0
2021-11-13,Israel,Jerusalem,18.88,31.95,0,0
2021-11-13,Italy,Rome,14.8,81.29,0,0
2021-11-13,Japan,Tokyo,14.29,54.04,0,0
2021-11-13,Latvia,Riga,0.71,99.12,0,0
2021-11-13,Lithuania,Vilnius,2.17,98.25,0,0
2021-11-13,Luxembourg,Luxembourg,6.89,96.45,4.86,0
2021-11-13,Mexico,Mexico City,13.87,54.08,0,0
2021-11-13,Netherlands,Amsterdam,11.4,93.7,11.12,0
2021-11-13,New Zealand,Wellington,16.76,90.62,5.95,0
2021-11-13,Norway,Oslo,3.45,18.04,0.73,0
2021-11-13,Poland,Warsaw,6.47,90.12,0,0
2021-11-13,Portugal,Lisbon,14.82,68.25,0,0
2021-11-13,Slovakia,Bratislava,3.67,95.12,0.75,0
2021-11-13,Slovenia,Ljubljana,8.06,91.12,0,0
2021-11-13,South Korea,Seoul,8.9,66.83,0.25,0
2021-11-13,Spain,Madrid,10.7,66.87,0,0
2021-11-13,Sweden,Stockholm,3.69,94.08,0,0
2021-11-13,Switzerland,Bern,6.4,92.08,1.69,0
2021-11-13,Taiwan,Taipei,18.34,74.16,10.54,0
2021-11-13,Turkey,Ankara,4.68,65.29,0,0
2021-11-13,United Kingdom,London,11.69,81.37,0,0
2021-11-13,United States,Washington D.C.,9.82,74.91,0.5,0
