Date,Country,City,Temp,Humidity,Rain,Snow
2020-01-22,Australia,Canberra,25,47,0,0
2020-01-22,Austria,Vienna,2,72,0,0
2020-01-22,Belgium,Brussels,4,81,0,0
2020-01-22,Canada,Ottawa,-4,91,0.1,1
2020-01-22,Chile,Santiago,24,35,0,0
2020-01-22,China,Beijing,2,36,0,0
2020-01-22,Colombia,Bogota,17,83,6.2,0
2020-01-22,Costa Rica,SanJose,14,79,0.4,0
2020-01-22,Czechia,Prague,2,70,0,0
2020-01-22,Denmark,Copenhagen,5,77,0,0
2020-01-22,Estonia,Tallinn,2,65,0.5,0
2020-01-22,Finland,Helsinki,1,66,0,0
2020-01-22,France,Paris,4,61,0,0
2020-01-22,Germany,Berlin,5,82,0.2,0
2020-01-22,Greece,Athens,10,58,0,0
2020-01-22,Hungary,Budapest,2,77,0,0
2020-01-22,Iceland,Reykjavik,5,87,23.7,0
2020-01-22,Ireland,Dublin,7,92,0,0
2020-01-22,Israel,Jerusalem,7,83,3.2,0
2020-01-22,Italy,Rome,12,64,0,0
2020-01-22,Japan,Tokyo,7,46,0,0
2020-01-22,Latvia,Riga,4,69,0.8,1
2020-01-22,Lithuania,Vilnius,3,78,2.3,3
2020-01-22,Luxembourg,Luxembourg,2,67,0,0
2020-01-22,Mexico,Mexico City,19,51,0,0
2020-01-22,Netherlands,Amsterdam,7,94,0,0
2020-01-22,New Zealand,Wellington,17,86,0,0
2020-01-22,Norway,Oslo,0,73,0,0
2020-01-22,Poland,Warsaw,5,75,0.3,0
2020-01-22,Portugal,Lisbon,10,75,2.3,0
2020-01-22,Slovakia,Bratislava,2,79,0,0
2020-01-22,Slovenia,Ljubljana,2,66,0,0
2020-01-22,South Korea,Seoul,4,27,0.7,6
2020-01-22,Spain,Madrid,8,73,14.1,0
2020-01-22,Sweden,Stockholm,2,55,0,0
2020-01-22,Switzerland,Bern,2,68,0,0
2020-01-22,Taiwan,Taipei,22,68,0,0
2020-01-22,Turkey,Ankara,-1,68,0,0
2020-01-22,United Kingdom,London,6,93,0,0
2020-01-22,United States,Washington D.C.,3,52,0,0
