tDate,Country,City,Temp,Humidity,Rain,Snow
2023-01-04,Australia,Canberra,16.33,81.29,3.14,0
2023-01-04,Austria,Vienna,7.93,83.12,1.29,0
2023-01-04,Belgium,Brussels,11.43,88.7,5.52,0
2023-01-04,Canada,Ottawa,1.92,88.45,4.11,0.36
2023-01-04,Chile,Santiago,26.16,32.08,0,0
2023-01-04,China,Beijing,-4.52,39.5,0,0
2023-01-04,Colombia,Bogota,13.21,80.04,0,0
2023-01-04,Costa Rica,Sanjose,19.81,70.58,0,0
2023-01-04,Czechia,Prague,5.79,80.12,2.9,0
2023-01-04,Denmark,Copenhagen,6.82,93.79,13.12,0
2023-01-04,Estonia,Tallinn,-1.53,85.04,0,0
2023-01-04,Finland,Helsinki,-5.42,92.04,0,0
2023-01-04,France,Paris,11.91,92.45,0.18,0
2023-01-04,Germany,Berlin,7.15,87.91,10.73,0
2023-01-04,Greece,Athens,12.69,75.75,0,0
2023-01-04,Hungary,Budapest,6.36,82.5,0,0
2023-01-04,Iceland,Reykjavik,-7.02,81.5,0,0
2023-01-04,Ireland,Dublin,11.4,79.12,0,0
2023-01-04,Israel,Jerusalem,10.05,81.37,0,0
2023-01-04,Italy,Rome,11.68,86.33,0,0
2023-01-04,Japan,Tokyo,6.29,38.58,0,0
2023-01-04,Latvia,Riga,0.34,88.2,0,0
2023-01-04,Lithuania,Vilnius,0.03,86.33,0,0
2023-01-04,Luxembourg,Luxembourg,8.59,92.95,1.09,0
2023-01-04,Mexico,Mexico City,15.9,50.08,0,0
2023-01-04,Netherlands,Amsterdam,11.49,89.45,0.56,0
2023-01-04,New Zealand,Wellington,19.19,75.54,14.12,0
2023-01-04,Norway,Oslo,-5.72,93.12,0,7.21
2023-01-04,Poland,Warsaw,3.88,88.66,2.78,0
2023-01-04,Portugal,Lisbon,10.16,70.66,0,0
2023-01-04,Slovakia,Bratislava,5.51,89.04,1.28,0
2023-01-04,Slovenia,Ljubljana,7.39,92.62,0,0
2023-01-04,South Korea,Seoul,-3.29,56.62,0,0
2023-01-04,Spain,Madrid,7.47,73.75,0,0
2023-01-04,Sweden,Stockholm,-3.52,95.29,0,1.99
2023-01-04,Switzerland,Bern,6.86,87.83,0.28,0
2023-01-04,Taiwan,Taipei,17.28,88,0,0
2023-01-04,Turkey,Ankara,1.07,77.33,0,0
2023-01-04,United Kingdom,London,12.59,83.79,0,0
2023-01-04,United States,Washington D.C.,17.15,80.58,0.49,0
