tDate,Country,City,Temp,Humidity,Rain,Snow
2022-10-09,Australia,Canberra,7.89,78.95,0.42,0
2022-10-09,Austria,Vienna,13.88,65.79,0.12,0
2022-10-09,Belgium,Brussels,10.75,75.87,0,0
2022-10-09,Canada,Ottawa,8.78,68.91,2.87,0
2022-10-09,Chile,Santiago,17.36,43.79,0,0
2022-10-09,China,Beijing,11.98,22.37,0,0
2022-10-09,Colombia,Bogota,13.37,75.58,0.97,0
2022-10-09,Costa Rica,Sanjose,18.19,95.37,0,0
2022-10-09,Czechia,Prague,9.81,78.29,0,0
2022-10-09,Denmark,Copenhagen,10.77,82.25,0,0
2022-10-09,Estonia,Tallinn,9.23,83.91,0,0
2022-10-09,Finland,Helsinki,8.44,78.87,0,0
2022-10-09,France,Paris,12.83,72.16,0,0
2022-10-09,Germany,Berlin,11.62,75.29,0,0
2022-10-09,Greece,Athens,20.83,52.87,0,0
2022-10-09,Hungary,Budapest,16.08,70.62,0,0
2022-10-09,Iceland,Reykjavik,3.73,73.83,1.96,0
2022-10-09,Ireland,Dublin,12.68,81.75,10.75,0
2022-10-09,Israel,Jerusalem,18.89,75.41,0,0
2022-10-09,Italy,Rome,20.34,70.25,0,0
2022-10-09,Japan,Tokyo,17.46,82.29,10.11,0
2022-10-09,Latvia,Riga,9.85,81.08,0,0
2022-10-09,Lithuania,Vilnius,10.32,82,0,0
2022-10-09,Luxembourg,Luxembourg,9.52,76.5,0,0
2022-10-09,Mexico,Mexico City,15.25,72.45,0,0
2022-10-09,Netherlands,Amsterdam,11.32,76.25,0,0
2022-10-09,New Zealand,Wellington,14.3,71.7,0,0
2022-10-09,Norway,Oslo,9.67,19.41,0.21,0
2022-10-09,Poland,Warsaw,10.06,87.79,0,0
2022-10-09,Portugal,Lisbon,18.3,79.16,0.48,0
2022-10-09,Slovakia,Bratislava,13.61,68,0.13,0
2022-10-09,Slovenia,Ljubljana,13.43,87.41,0,0
2022-10-09,South Korea,Seoul,12.17,83.41,20.27,0
2022-10-09,Spain,Madrid,19.58,60.2,0,0
2022-10-09,Sweden,Stockholm,8.31,77.83,0,0
2022-10-09,Switzerland,Bern,11.95,82.66,0,0
2022-10-09,Taiwan,Taipei,23.17,81.58,0,0
2022-10-09,Turkey,Ankara,13.29,81.7,0,0
2022-10-09,United Kingdom,London,12.88,71.25,0,0
2022-10-09,United States,Washington D.C.,12.04,62.08,0,0
