tDate,Country,City,Temp,Humidity,Rain,Snow
2020-03-18,Australia,Canberra,20,60,0,0
2020-03-18,Austria,Vienna,14,68,0,0
2020-03-18,Belgium,Brussels,12,78,0.1,0
2020-03-18,Canada,Ottawa,0,62,0,0
2020-03-18,Chile,Santiago,22,41,0,0
2020-03-18,China,Beijing,16,20,0,0
2020-03-18,Colombia,Bogota,17,80,4.7,0
2020-03-18,Costa Rica,SanJose,11,66,0.6,0
2020-03-18,Czechia,Prague,11,76,0,0
2020-03-18,Denmark,Copenhagen,9,77,0.5,0
2020-03-18,Estonia,Tallinn,5,87,6.5,0
2020-03-18,Finland,Helsinki,4,90,6.5,19
2020-03-18,France,Paris,15,73,0.2,0
2020-03-18,Germany,Berlin,12,64,0,0
2020-03-18,Greece,Athens,11,53,0,0
2020-03-18,Hungary,Budapest,13,54,0,0
2020-03-18,Iceland,Reykjavik,-3,76,0,0
2020-03-18,Ireland,Dublin,6,75,2.4,0
2020-03-18,Israel,Jerusalem,8,82,1.7,0
2020-03-18,Italy,Rome,15,63,0,0
2020-03-18,Japan,Tokyo,14,42,0,0
2020-03-18,Latvia,Riga,7,81,0.8,0
2020-03-18,Lithuania,Vilnius,8,76,0,0
2020-03-18,Luxembourg,Luxembourg,11,81,0.2,0
2020-03-18,Mexico,Mexico City,23,42,2.5,0
2020-03-18,Netherlands,Amsterdam,11,67,0,0
2020-03-18,New Zealand,Wellington,13,65,0.4,0
2020-03-18,Norway,Oslo,3,72,0,0
2020-03-18,Poland,Warsaw,12,71,0.3,0
2020-03-18,Portugal,Lisbon,18,65,0,0
2020-03-18,Slovakia,Bratislava,13,76,0,0
2020-03-18,Slovenia,Ljubljana,12,73,0,0
2020-03-18,South Korea,Seoul,12,47,0,0
2020-03-18,Spain,Madrid,15,63,0.5,0
2020-03-18,Sweden,Stockholm,6,79,12.7,0
2020-03-18,Switzerland,Bern,12,77,0,0
2020-03-18,Taiwan,Taipei,20,67,0.8,0
2020-03-18,Turkey,Ankara,1,59,0.6,4
2020-03-18,United Kingdom,London,12,78,0,0
2020-03-18,United States,Washington D.C.,12,57,0.1,0
