Date,Country,City,Temp,Humidity,Rain,Snow
2021-03-02,Australia,Canberra,20,60,0,0
2021-03-02,Austria,Vienna,8,70,0,0
2021-03-02,Belgium,Brussels,12,72,0,0
2021-03-02,Canada,Ottawa,-13,82,0.5,4
2021-03-02,Chile,Santiago,22,45,0.1,0
2021-03-02,China,Beijing,5,69,0,0
2021-03-02,Colombia,Bogota,15,89,25.3,0
2021-03-02,Costa Rica,SanJose,16,41,0,0
2021-03-02,Czechia,Prague,9,70,0,0
2021-03-02,Denmark,Copenhagen,6,75,0,0
2021-03-02,Estonia,Tallinn,3,80,0.2,0
2021-03-02,Finland,Helsinki,3,81,0.5,0
2021-03-02,France,Paris,12,71,0,0
2021-03-02,Germany,Berlin,12,70,0,0
2021-03-02,Greece,Athens,9,63,0,0
2021-03-02,Hungary,Budapest,11,64,0,0
2021-03-02,Iceland,Reykjavik,4,89,2.3,0
2021-03-02,Ireland,Dublin,8,83,0,0
2021-03-02,Israel,Jerusalem,11,75,0,0
2021-03-02,Italy,Rome,14,67,0,0
2021-03-02,Japan,Tokyo,16,75,10,0
2021-03-02,Latvia,Riga,2,85,0,0
2021-03-02,Lithuania,Vilnius,3,84,0,0
2021-03-02,Luxembourg,Luxembourg,9,78,0,0
2021-03-02,Mexico,Mexico City,21,54,2.9,0
2021-03-02,Netherlands,Amsterdam,10,77,0,0
2021-03-02,New Zealand,Wellington,18,82,0.2,0
2021-03-02,Norway,Oslo,3,88,0,0
2021-03-02,Poland,Warsaw,6,78,0,0
2021-03-02,Portugal,Lisbon,13,76,0,0
2021-03-02,Slovakia,Bratislava,8,71,0,0
2021-03-02,Slovenia,Ljubljana,7,77,0,0
2021-03-02,South Korea,Seoul,3,62,0.8,7
2021-03-02,Spain,Madrid,11,72,0,0
2021-03-02,Sweden,Stockholm,5,69,0,0
2021-03-02,Switzerland,Bern,9,48,0,0
2021-03-02,Taiwan,Taipei,15,79,7.4,0
2021-03-02,Turkey,Ankara,3,62,0.1,0
2021-03-02,United Kingdom,London,10,73,0,0
2021-03-02,United States,Washington D.C.,5,37,0,0
