Date,Country,City,Temp,Humidity,Rain,Snow
2020-07-31,Australia,Canberra,8,79,0,0
2020-07-31,Austria,Vienna,27,50,0,0
2020-07-31,Belgium,Brussels,28,53,2.7,0
2020-07-31,Canada,Ottawa,22,76,0,0
2020-07-31,Chile,Santiago,13,27,0,0
2020-07-31,China,Beijing,34,46,2.6,0
2020-07-31,Colombia,Bogota,16,81,3.3,0
2020-07-31,Costa Rica,SanJose,28,38,0,0
2020-07-31,Czechia,Prague,23,54,0,0
2020-07-31,Denmark,Copenhagen,18,73,0,0
2020-07-31,Estonia,Tallinn,17,84,0.7,0
2020-07-31,Finland,Helsinki,17,79,0.5,0
2020-07-31,France,Paris,31,44,0.9,0
2020-07-31,Germany,Berlin,22,58,0,0
2020-07-31,Greece,Athens,33,34,0,0
2020-07-31,Hungary,Budapest,29,40,0.1,0
2020-07-31,Iceland,Reykjavik,12,80,3.3,0
2020-07-31,Ireland,Dublin,18,82,2.9,0
2020-07-31,Israel,Jerusalem,29,43,0,0
2020-07-31,Italy,Rome,33,38,0,0
2020-07-31,Japan,Tokyo,28,74,1.1,0
2020-07-31,Latvia,Riga,17,82,5.4,0
2020-07-31,Lithuania,Vilnius,14,90,6.3,0
2020-07-31,Luxembourg,Luxembourg,26,57,0,0
2020-07-31,Mexico,Mexico City,21,63,39.4,0
2020-07-31,Netherlands,Amsterdam,25,60,0,0
2020-07-31,New Zealand,Wellington,12,76,0,0
2020-07-31,Norway,Oslo,21,61,0,0
2020-07-31,Poland,Warsaw,20,60,0,0
2020-07-31,Portugal,Lisbon,24,63,0,0
2020-07-31,Slovakia,Bratislava,25,57,0,0
2020-07-31,Slovenia,Ljubljana,25,83,9.1,0
2020-07-31,South Korea,Seoul,29,69,8.6,0
2020-07-31,Spain,Madrid,34,25,0.3,0
2020-07-31,Sweden,Stockholm,19,70,3.4,0
2020-07-31,Switzerland,Bern,27,66,0.9,0
2020-07-31,Taiwan,Taipei,33,60,0,0
2020-07-31,Turkey,Ankara,29,43,0,0
2020-07-31,United Kingdom,London,28,48,0.1,0
2020-07-31,United States,Washington D.C.,25,75,12.5,0
