tDate,Country,City,Temp,Humidity,Rain,Snow
2023-06-18,Australia,Canberra,5.69,82.95,0.34,0
2023-06-18,Austria,Vienna,22.04,58.12,0,0
2023-06-18,Belgium,Brussels,20.26,72.75,4.27,0
2023-06-18,Canada,Ottawa,18.14,76.04,0.67,0
2023-06-18,Chile,Santiago,13.42,49.91,0,0
2023-06-18,China,Beijing,29.52,34.66,4.42,0
2023-06-18,Colombia,Bogota,13.42,68.91,0,0
2023-06-18,Costa Rica,Sanjose,21.33,77.12,2.8,0
2023-06-18,Czechia,Prague,19.97,65.7,0,0
2023-06-18,Denmark,Copenhagen,18.16,77.95,0.12,0
2023-06-18,Estonia,Tallinn,21.73,49.62,0,0
2023-06-18,Finland,Helsinki,17.91,58.7,0,0
2023-06-18,France,Paris,22.19,76,16.5,0
2023-06-18,Germany,Berlin,21.44,64.2,0,0
2023-06-18,Greece,Athens,22.41,69.29,0.36,0
2023-06-18,Hungary,Budapest,22.53,52.62,0,0
2023-06-18,Iceland,Reykjavik,9.27,94.29,0,0
2023-06-18,Ireland,Dublin,17.81,85.16,0,0
2023-06-18,Israel,Jerusalem,19.82,77.2,0,0
2023-06-18,Italy,Rome,24.77,54.29,0,0
2023-06-18,Japan,Tokyo,26.27,68.79,0,0
2023-06-18,Latvia,Riga,19.31,84.33,0.76,0
2023-06-18,Lithuania,Vilnius,20.86,81.79,5.72,0
2023-06-18,Luxembourg,Luxembourg,21.6,55.33,4.77,0
2023-06-18,Mexico,Mexico City,24.56,29.37,0,0
2023-06-18,Netherlands,Amsterdam,22.52,59.37,0.24,0
2023-06-18,New Zealand,Wellington,11.73,91.12,5.65,0
2023-06-18,Norway,Oslo,17.93,69.25,1.93,0
2023-06-18,Poland,Warsaw,18.65,83.41,3.99,0
2023-06-18,Portugal,Lisbon,21.17,70.04,0.36,0
2023-06-18,Slovakia,Bratislava,21.23,59.16,0,0
2023-06-18,Slovenia,Ljubljana,20.67,62.62,0,0
2023-06-18,South Korea,Seoul,26.5,56.25,0,0
2023-06-18,Spain,Madrid,24.93,51.54,0,0
2023-06-18,Sweden,Stockholm,17.21,85.91,4.91,0
2023-06-18,Switzerland,Bern,21.02,59.95,0,0
2023-06-18,Taiwan,Taipei,30.02,66,0,0
2023-06-18,Turkey,Ankara,19.89,66.7,1.58,0
2023-06-18,United Kingdom,London,19.86,80,6.52,0
2023-06-18,United States,Washington D.C.,23.72,49.16,0,0
