tDate,Country,City,Temp,Humidity,Rain,Snow
2021-07-20,Australia,Canberra,3.97,89.95,4.11,0
2021-07-20,Austria,Vienna,19.21,60.5,0,0
2021-07-20,Belgium,Brussels,19.67,71.25,0,0
2021-07-20,Canada,Ottawa,21.58,84.12,14.14,0
2021-07-20,Chile,Santiago,14.46,35.91,0,0
2021-07-20,China,Beijing,27.26,79.87,0.4,0
2021-07-20,Colombia,Bogota,14.29,66.45,0.4,0
2021-07-20,Costa Rica,Sanjose,22.6,65.79,0,0
2021-07-20,Czechia,Prague,16.2,61.91,0,0
2021-07-20,Denmark,Copenhagen,17.75,67.54,0,0
2021-07-20,Estonia,Tallinn,18.47,58.79,0.18,0
2021-07-20,Finland,Helsinki,16.24,67.04,1.36,0
2021-07-20,France,Paris,22.77,62.25,0,0
2021-07-20,Germany,Berlin,18.4,65.54,0.12,0
2021-07-20,Greece,Athens,28.7,61.54,0,0
2021-07-20,Hungary,Budapest,22.5,66.33,0,0
2021-07-20,Iceland,Reykjavik,11.2,89.62,0.5,0
2021-07-20,Ireland,Dublin,19.75,80.95,0.22,0
2021-07-20,Israel,Jerusalem,27.4,61.66,0,0
2021-07-20,Italy,Rome,26.55,58.45,0,0
2021-07-20,Japan,Tokyo,28.99,76.79,0,0
2021-07-20,Latvia,Riga,19.05,59.25,0.3,0
2021-07-20,Lithuania,Vilnius,19.63,58.87,0,0
2021-07-20,Luxembourg,Luxembourg,18.21,65.66,0,0
2021-07-20,Mexico,Mexico City,18.16,68.33,4.63,0
2021-07-20,Netherlands,Amsterdam,18.4,68.29,0,0
2021-07-20,New Zealand,Wellington,11.37,78.45,7.36,0
2021-07-20,Norway,Oslo,18.97,47.16,0,0
2021-07-20,Poland,Warsaw,20.69,69.62,0,0
2021-07-20,Portugal,Lisbon,19.8,70.91,0,0
2021-07-20,Slovakia,Bratislava,19.66,55.7,0,0
2021-07-20,Slovenia,Ljubljana,20.91,72.04,2.54,0
2021-07-20,South Korea,Seoul,28.33,75.08,0,0
2021-07-20,Spain,Madrid,28.66,24.5,0,0
2021-07-20,Sweden,Stockholm,18.05,64.37,0,0
2021-07-20,Switzerland,Bern,21.05,62.12,0,0
2021-07-20,Taiwan,Taipei,30.06,73.45,4.75,0
2021-07-20,Turkey,Ankara,29.64,41.95,0,0
2021-07-20,United Kingdom,London,23.35,72.45,3.48,0
2021-07-20,United States,Washington D.C.,27.47,66.91,0.7,0
