Date,Country,City,Temp,Humidity,Rain,Snow
2022-08-10,Australia,Canberra,7.21,79.16,3.01,0
2022-08-10,Austria,Vienna,22.71,50.58,0,0
2022-08-10,Belgium,Brussels,23.39,53.79,0,0
2022-08-10,Canada,Ottawa,19.85,81.91,0,0
2022-08-10,Chile,Santiago,15.87,38,0,0
2022-08-10,China,Beijing,25.6,72.62,0,0
2022-08-10,Colombia,Bogota,12.91,77.58,0.87,0
2022-08-10,Costa Rica,Sanjose,21.64,77.91,0,0
2022-08-10,Czechia,Prague,21.17,54.87,0,0
2022-08-10,Denmark,Copenhagen,18.89,71.7,0,0
2022-08-10,Estonia,Tallinn,17.83,69.95,0,0
2022-08-10,Finland,Helsinki,18.37,67.62,0,0
2022-08-10,France,Paris,26.23,42.66,0,0
2022-08-10,Germany,Berlin,22.72,50.75,0,0
2022-08-10,Greece,Athens,29.58,37.91,0,0
2022-08-10,Hungary,Budapest,24.62,40.45,0,0
2022-08-10,Iceland,Reykjavik,9.73,82.62,0,0
2022-08-10,Ireland,Dublin,19.78,65.5,0,0
2022-08-10,Israel,Jerusalem,23.48,77.95,0,0
2022-08-10,Italy,Rome,26.98,56.41,0.75,0
2022-08-10,Japan,Tokyo,30.61,70.2,0,0
2022-08-10,Latvia,Riga,17.73,70.25,0,0
2022-08-10,Lithuania,Vilnius,18.07,74.95,0,0
2022-08-10,Luxembourg,Luxembourg,23.26,44.5,0,0
2022-08-10,Mexico,Mexico City,17.17,70.54,0.98,0
2022-08-10,Netherlands,Amsterdam,22.03,68.29,0,0
2022-08-10,New Zealand,Wellington,6.83,84.62,0.25,0
2022-08-10,Norway,Oslo,19.37,15.58,0,0
2022-08-10,Poland,Warsaw,20.17,70.04,15.41,0
2022-08-10,Portugal,Lisbon,20.89,70.91,0,0
2022-08-10,Slovakia,Bratislava,22.44,49.29,0,0
2022-08-10,Slovenia,Ljubljana,21.33,58.5,0,0
2022-08-10,South Korea,Seoul,24.08,90.29,35.08,0
2022-08-10,Spain,Madrid,30.82,30.58,0.15,0
2022-08-10,Sweden,Stockholm,19.37,69,0,0
2022-08-10,Switzerland,Bern,20.88,51.04,0,0
2022-08-10,Taiwan,Taipei,30.22,57.87,0,0
2022-08-10,Turkey,Ankara,24.58,50.62,0,0
2022-08-10,United Kingdom,London,22.22,62.5,0,0
2022-08-10,United States,Washington D.C.,28.52,74.37,48.81,0
