Date,Country,City,Temp,Humidity,Rain,Snow
2020-10-29,Australia,Canberra,14,86,10.3,0
2020-10-29,Austria,Vienna,12,68,2.6,0
2020-10-29,Belgium,Brussels,11,83,13.2,0
2020-10-29,Canada,Ottawa,2,85,0.1,0
2020-10-29,Chile,Santiago,17,38,0,0
2020-10-29,China,Beijing,15,18,0,0
2020-10-29,Colombia,Bogota,16,86,11,0
2020-10-29,Costa Rica,SanJose,22,23,0,0
2020-10-29,Czechia,Prague,9,77,2.7,0
2020-10-29,Denmark,Copenhagen,10,78,0.6,0
2020-10-29,Estonia,Tallinn,9,90,2.8,0
2020-10-29,Finland,Helsinki,10,91,1.2,0
2020-10-29,France,Paris,14,71,0.1,0
2020-10-29,Germany,Berlin,11,71,2.5,0
2020-10-29,Greece,Athens,19,66,0.5,0
2020-10-29,Hungary,Budapest,14,67,0.2,0
2020-10-29,Iceland,Reykjavik,6,74,3.1,0
2020-10-29,Ireland,Dublin,13,84,10.5,0
2020-10-29,Israel,Jerusalem,24,61,0,0
2020-10-29,Italy,Rome,17,61,0,0
2020-10-29,Japan,Tokyo,21,46,0.4,0
2020-10-29,Latvia,Riga,10,85,0.5,0
2020-10-29,Lithuania,Vilnius,11,85,0.3,0
2020-10-29,Luxembourg,Luxembourg,10,88,7.2,0
2020-10-29,Mexico,Mexico City,21,51,0.3,0
2020-10-29,Netherlands,Amsterdam,11,77,7.5,0
2020-10-29,New Zealand,Wellington,14,85,0.2,0
2020-10-29,Norway,Oslo,5,93,0,0
2020-10-29,Poland,Warsaw,12,71,1.4,0
2020-10-29,Portugal,Lisbon,18,78,0,0
2020-10-29,Slovakia,Bratislava,12,76,1.7,0
2020-10-29,Slovenia,Ljubljana,9,90,0,0
2020-10-29,South Korea,Seoul,13,25,0,0
2020-10-29,Spain,Madrid,17,72,0,0
2020-10-29,Sweden,Stockholm,8,88,0,0
2020-10-29,Switzerland,Bern,10,87,1.9,0
2020-10-29,Taiwan,Taipei,22,81,4.6,0
2020-10-29,Turkey,Ankara,16,49,0,0
2020-10-29,United Kingdom,London,12,77,2.7,0
2020-10-29,United States,Washington D.C.,15,91,85.2,0
