Date,Country,City,Temp,Humidity,Rain,Snow
2020-11-23,Australia,Canberra,17,90,19.1,0
2020-11-23,Austria,Vienna,5,60,0.3,0
2020-11-23,Belgium,Brussels,8,83,2.4,0
2020-11-23,Canada,Ottawa,0,94,44,168
2020-11-23,Chile,Santiago,18,44,0,0
2020-11-23,China,Beijing,6,27,0,0
2020-11-23,Colombia,Bogota,16,83,6.7,0
2020-11-23,Costa Rica,SanJose,14,72,0,0
2020-11-23,Czechia,Prague,6,81,1.1,0
2020-11-23,Denmark,Copenhagen,8,72,0.4,0
2020-11-23,Estonia,Tallinn,5,80,3.2,0
2020-11-23,Finland,Helsinki,5,82,0.6,0
2020-11-23,France,Paris,9,83,0,0
2020-11-23,Germany,Berlin,6,79,0,0
2020-11-23,Greece,Athens,12,70,0,0
2020-11-23,Hungary,Budapest,5,69,0,0
2020-11-23,Iceland,Reykjavik,1,82,3.4,29
2020-11-23,Ireland,Dublin,8,80,0,0
2020-11-23,Israel,Jerusalem,17,65,0,0
2020-11-23,Italy,Rome,13,58,0,0
2020-11-23,Japan,Tokyo,17,48,0,0
2020-11-23,Latvia,Riga,7,74,1.2,0
2020-11-23,Lithuania,Vilnius,4,87,3.7,0
2020-11-23,Luxembourg,Luxembourg,5,90,1.4,0
2020-11-23,Mexico,Mexico City,17,55,0,0
2020-11-23,Netherlands,Amsterdam,8,75,0.1,0
2020-11-23,New Zealand,Wellington,12,71,0.9,0
2020-11-23,Norway,Oslo,1,71,0,0
2020-11-23,Poland,Warsaw,6,75,0.2,0
2020-11-23,Portugal,Lisbon,15,66,0,0
2020-11-23,Slovakia,Bratislava,3,72,0.1,0
2020-11-23,Slovenia,Ljubljana,2,61,0,0
2020-11-23,South Korea,Seoul,6,42,0,0
2020-11-23,Spain,Madrid,13,52,0,0
2020-11-23,Sweden,Stockholm,4,62,0,0
2020-11-23,Switzerland,Bern,4,73,0,0
2020-11-23,Taiwan,Taipei,20,80,4.3,0
2020-11-23,Turkey,Ankara,6,62,0,0
2020-11-23,United Kingdom,London,9,81,0,0
2020-11-23,United States,Washington D.C.,11,64,0.2,0
