tDate,Country,City,Temp,Humidity,Rain,Snow
2023-07-19,Australia,Canberra,3.78,74.41,0,0
2023-07-19,Austria,Vienna,25.95,50,0,0
2023-07-19,Belgium,Brussels,18.33,64.75,0.32,0
2023-07-19,Canada,Ottawa,19.44,65.12,0,0
2023-07-19,Chile,Santiago,16.88,45.04,0,0
2023-07-19,China,Beijing,33.47,25.58,0,0
2023-07-19,Colombia,Bogota,11.36,84.95,4.58,0
2023-07-19,Costa Rica,Sanjose,21.64,83.75,0.11,0
2023-07-19,Czechia,Prague,22.02,46.41,0.51,0
2023-07-19,Denmark,Copenhagen,15.73,64.7,0,0
2023-07-19,Estonia,Tallinn,15.7,72.87,0,0
2023-07-19,Finland,Helsinki,15.28,76.83,0.12,0
2023-07-19,France,Paris,21.28,50.91,0,0
2023-07-19,Germany,Berlin,20.25,52.29,1.33,0
2023-07-19,Greece,Athens,31.7,35.25,0,0
2023-07-19,Hungary,Budapest,27.7,45.2,0,0
2023-07-19,Iceland,Reykjavik,10.87,71.75,0,0
2023-07-19,Ireland,Dublin,13.83,85.75,0.12,0
2023-07-19,Israel,Jerusalem,26.63,36.41,0,0
2023-07-19,Italy,Rome,31.22,43.45,0,0
2023-07-19,Japan,Tokyo,30.06,60.2,0,0
2023-07-19,Latvia,Riga,16.39,62.79,0,0
2023-07-19,Lithuania,Vilnius,15.47,71.58,0,0
2023-07-19,Luxembourg,Luxembourg,19.71,51.58,0,0
2023-07-19,Mexico,Mexico City,18.92,64.33,11.93,0
2023-07-19,Netherlands,Amsterdam,17.06,77.54,0.21,0
2023-07-19,New Zealand,Wellington,12.75,79.12,0.86,0
2023-07-19,Norway,Oslo,14.21,58.04,0.74,0
2023-07-19,Poland,Warsaw,21.61,40.25,0,0
2023-07-19,Portugal,Lisbon,21.37,65.87,0,0
2023-07-19,Slovakia,Bratislava,24.8,54.75,0.15,0
2023-07-19,Slovenia,Ljubljana,23.63,79.08,13.33,0
2023-07-19,South Korea,Seoul,28,66.41,0,0
2023-07-19,Spain,Madrid,31.83,16.75,0,0
2023-07-19,Sweden,Stockholm,15.83,62.29,0.12,0
2023-07-19,Switzerland,Bern,22.01,65,0,0
2023-07-19,Taiwan,Taipei,28.88,80.25,0.75,0
2023-07-19,Turkey,Ankara,23.88,38.66,0,0
2023-07-19,United Kingdom,London,18.87,62.37,0,0
2023-07-19,United States,Washington D.C.,25.09,72.7,12.09,0
