Country,Province1,Province2,PeopleNumber
US,West Virginia,Clay,8246
US,West Virginia,Doddridge,8232
US,West Virginia,Fayette,41254
US,West Virginia,Gilmer,7673
US,West Virginia,Grant,11444
US,West Virginia,Greenbrier,34402
US,West Virginia,Hampshire,22811
US,West Virginia,Hancock,28272
US,West Virginia,Hardy,13800
US,West Virginia,Harrison,66780
US,West Virginia,Jackson,28338
US,West Virginia,Jefferson,57658
US,West Virginia,Kanawha,173552
US,West Virginia,Lewis,15687
US,West Virginia,Lincoln,20061
US,West Virginia,Logan,30839
US,West Virginia,Marion,56034
US,West Virginia,Marshall,29951
US,West Virginia,Mason,26044
US,West Virginia,McDowell,16430
US,West Virginia,Mercer,57870
US,West Virginia,Mineral,26698
US,West Virginia,Mingo,22570
US,West Virginia,Monongalia,105534
US,West Virginia,Monroe,13247
US,West Virginia,Morgan,17992
US,West Virginia,Nicholas,23818
US,West Virginia,Ohio,40823
US,West Virginia,Pendleton,6939
US,West Virginia,Pleasants,7370
US,West Virginia,Pocahontas,7925
US,West Virginia,Preston,33190
US,West Virginia,Putnam,56066
US,West Virginia,Raleigh,71739
US,West Virginia,Randolph,28457
US,West Virginia,Ritchie,9166
US,West Virginia,Roane,13228
US,West Virginia,Summers,12375
US,West Virginia,Taylor,16429
US,West Virginia,Tucker,6643
US,West Virginia,Tyler,8293
US,West Virginia,Unassigned,0
US,West Virginia,Upshur,23784
US,West Virginia,Wayne,38284
US,West Virginia,Webster,7794
US,West Virginia,Wetzel,14677
US,West Virginia,Wirt,5841
US,West Virginia,Wood,82194
US,West Virginia,Wyoming,19614
US,Wisconsin,Adams,19978
US,Wisconsin,Ashland,15512
US,Wisconsin,Barron,45432
US,Wisconsin,Bayfield,15056
US,Wisconsin,Brown,267296
US,Wisconsin,Buffalo,12865
US,Wisconsin,Burnett,15494
US,Wisconsin,Calumet,50003
US,Wisconsin,Chippewa,65756
US,Wisconsin,Clark,34912
US,Wisconsin,Columbia,57930
US,Wisconsin,Crawford,15863
US,Wisconsin,Dane,556189
US,Wisconsin,Dodge,87851
US,Wisconsin,Door,27826
US,Wisconsin,Douglas,43164
US,Wisconsin,Dunn,45922
US,Wisconsin,Eau Claire,105228
US,Wisconsin,Florence,4297
US,Wisconsin,Fond du Lac,104207
US,Wisconsin,Forest,9058
US,Wisconsin,Grant,51429
US,Wisconsin,Green,37032
US,Wisconsin,Green Lake,19041
US,Wisconsin,Iowa,23590
US,Wisconsin,Iron,5687
US,Wisconsin,Jackson,20985
US,Wisconsin,Jefferson,84209
US,Wisconsin,Juneau,26875
US,Wisconsin,Kenosha,170831
US,Wisconsin,Kewaunee,20512
US,Wisconsin,La Crosse,117966
US,Wisconsin,Lafayette,16651
