Date,Country,VaccinatedRate
2021-06-09,Australia,18.21
2021-06-09,Austria,45.31
2021-06-09,Belgium,46.72
2021-06-09,Canada,62.61
2021-06-09,Chile,59.68
2021-06-09,China,0.00
2021-06-09,Colombia,16.80
2021-06-09,Costa Rica,0.00
2021-06-09,Czechia,41.00
2021-06-09,Denmark,43.81
2021-06-09,Estonia,38.63
2021-06-09,Finland,48.50
2021-06-09,France,44.99
2021-06-09,Germany,46.71
2021-06-09,Greece,39.53
2021-06-09,Hungary,55.13
2021-06-09,Iceland,57.71
2021-06-09,Ireland,42.14
2021-06-09,Israel,62.26
2021-06-09,Italy,45.89
2021-06-09,Japan,15.04
2021-06-09,Latvia,31.60
2021-06-09,Lithuania,42.59
2021-06-09,Luxembourg,40.63
2021-06-09,Mexico,19.43
2021-06-09,Netherlands,0.00
2021-06-09,New Zealand,10.43
2021-06-09,Norway,35.00
2021-06-09,Poland,39.81
2021-06-09,Portugal,42.19
2021-06-09,Slovakia,34.16
2021-06-09,Slovenia,35.79
2021-06-09,South Korea,18.99
2021-06-09,Spain,44.13
2021-06-09,Sweden,0.00
2021-06-09,Switzerland,40.69
2021-06-09,Taiwan,3.18
2021-06-09,Turkey,21.80
2021-06-09,United Kingdom,59.95
2021-06-09,United States,51.68
