Date,Country,VaccinatedRate
2021-11-26,Australia,77.36
2021-11-26,Austria,69.77
2021-11-26,Belgium,75.91
2021-11-26,Canada,79.43
2021-11-26,Chile,87.68
2021-11-26,China,0.00
2021-11-26,Colombia,71.50
2021-11-26,Costa Rica,0.00
2021-11-26,Czechia,61.71
2021-11-26,Denmark,78.37
2021-11-26,Estonia,62.34
2021-11-26,Finland,0.00
2021-11-26,France,79.33
2021-11-26,Germany,70.47
2021-11-26,Greece,67.48
2021-11-26,Hungary,0.00
2021-11-26,Iceland,0.00
2021-11-26,Ireland,77.37
2021-11-26,Israel,71.70
2021-11-26,Italy,78.06
2021-11-26,Japan,0.00
2021-11-26,Latvia,68.01
2021-11-26,Lithuania,69.31
2021-11-26,Luxembourg,71.61
2021-11-26,Mexico,0.00
2021-11-26,Netherlands,0.00
2021-11-26,New Zealand,79.67
2021-11-26,Norway,77.55
2021-11-26,Poland,0.00
2021-11-26,Portugal,0.00
2021-11-26,Slovakia,48.14
2021-11-26,Slovenia,59.11
2021-11-26,South Korea,81.98
2021-11-26,Spain,0.00
2021-11-26,Sweden,0.00
2021-11-26,Switzerland,66.97
2021-11-26,Taiwan,76.16
2021-11-26,Turkey,66.05
2021-11-26,United Kingdom,74.62
2021-11-26,United States,70.00
