Date,Country,VaccinatedRate
2021-11-09,Australia,75.13
2021-11-09,Austria,66.58
2021-11-09,Belgium,75.25
2021-11-09,Canada,78.74
2021-11-09,Chile,86.64
2021-11-09,China,0.00
2021-11-09,Colombia,0.00
2021-11-09,Czechia,59.30
2021-11-09,Denmark,77.40
2021-11-09,Estonia,61.21
2021-11-09,Finland,76.53
2021-11-09,France,78.62
2021-11-09,Germany,69.20
2021-11-09,Greece,64.99
2021-11-09,Hungary,62.09
2021-11-09,Iceland,0.00
2021-11-09,Ireland,76.83
2021-11-09,Israel,71.13
2021-11-09,Italy,77.47
2021-11-09,Japan,78.51
2021-11-09,Latvia,64.98
2021-11-09,Lithuania,68.00
2021-11-09,Mexico,0.00
2021-11-09,Netherlands,0.00
2021-11-09,New Zealand,77.50
2021-11-09,Norway,77.12
2021-11-09,Poland,53.96
2021-11-09,Slovakia,46.33
2021-11-09,Slovenia,57.71
2021-11-09,South Korea,80.46
2021-11-09,Spain,81.54
2021-11-09,Sweden,71.55
2021-11-09,Switzerland,66.15
2021-11-09,Taiwan,73.88
2021-11-09,Turkey,65.49
2021-11-09,United Kingdom,73.80
2021-11-09,United States,67.75
