Date,Country,VaccinatedRate
2021-03-12,Australia,0.52
2021-03-12,Austria,8.44
2021-03-12,Belgium,6.96
2021-03-12,Canada,5.88
2021-03-12,Chile,24.96
2021-03-12,China,0.00
2021-03-12,Colombia,0.00
2021-03-12,Costa Rica,3.65
2021-03-12,Czechia,7.23
2021-03-12,Denmark,9.82
2021-03-12,Estonia,9.63
2021-03-12,Finland,10.19
2021-03-12,France,7.73
2021-03-12,Germany,7.56
2021-03-12,Greece,8.25
2021-03-12,Hungary,13.43
2021-03-12,Iceland,9.91
2021-03-12,Ireland,8.89
2021-03-12,Israel,57.52
2021-03-12,Italy,7.71
2021-03-12,Japan,0.18
2021-03-12,Latvia,4.97
2021-03-12,Lithuania,9.48
2021-03-12,Luxembourg,0.00
2021-03-12,Mexico,2.61
2021-03-12,Netherlands,0.00
2021-03-12,New Zealand,0.45
2021-03-12,Norway,8.39
2021-03-12,Poland,7.65
2021-03-12,Portugal,8.20
2021-03-12,Slovakia,7.40
2021-03-12,Slovenia,8.26
2021-03-12,South Korea,1.13
2021-03-12,Spain,0.00
2021-03-12,Sweden,0.00
2021-03-12,Switzerland,7.76
2021-03-12,Turkey,9.24
2021-03-12,United Kingdom,34.72
2021-03-12,United States,19.81
