Date,Country,VaccinatedRate
2021-03-26,Australia,0.00
2021-03-26,Austria,12.65
2021-03-26,Belgium,11.04
2021-03-26,Canada,10.88
2021-03-26,Chile,33.25
2021-03-26,China,0.00
2021-03-26,Colombia,2.82
2021-03-26,Costa Rica,0.00
2021-03-26,Czechia,10.56
2021-03-26,Denmark,11.38
2021-03-26,Estonia,14.45
2021-03-26,Finland,14.60
2021-03-26,France,11.88
2021-03-26,Germany,10.56
2021-03-26,Greece,10.09
2021-03-26,Hungary,19.42
2021-03-26,Iceland,11.54
2021-03-26,Ireland,11.38
2021-03-26,Israel,59.41
2021-03-26,Italy,10.49
2021-03-26,Japan,0.62
2021-03-26,Latvia,6.97
2021-03-26,Lithuania,12.03
2021-03-26,Luxembourg,0.00
2021-03-26,Mexico,4.36
2021-03-26,Netherlands,0.00
2021-03-26,New Zealand,0.88
2021-03-26,Norway,11.50
2021-03-26,Poland,10.02
2021-03-26,Portugal,10.75
2021-03-26,Slovakia,11.65
2021-03-26,Slovenia,10.91
2021-03-26,South Korea,1.54
2021-03-26,Spain,9.76
2021-03-26,Sweden,0.00
2021-03-26,Switzerland,9.83
2021-03-26,Taiwan,0.04
2021-03-26,Turkey,9.64
2021-03-26,United Kingdom,43.58
2021-03-26,United States,26.90
