tDate,Country,VaccinatedRate
2021-05-30,Australia,14.41
2021-05-30,Austria,40.38
2021-05-30,Belgium,40.04
2021-05-30,Canada,56.37
2021-05-30,Chile,55.03
2021-05-30,China,0.00
2021-05-30,Colombia,12.78
2021-05-30,Costa Rica,0.00
2021-05-30,Czechia,35.91
2021-05-30,Denmark,36.57
2021-05-30,Estonia,35.49
2021-05-30,Finland,0.00
2021-05-30,France,39.44
2021-05-30,Germany,42.68
2021-05-30,Greece,0.00
2021-05-30,Hungary,53.42
2021-05-30,Iceland,0.00
2021-05-30,Ireland,35.33
2021-05-30,Israel,62.01
2021-05-30,Italy,38.77
2021-05-30,Japan,9.51
2021-05-30,Latvia,28.82
2021-05-30,Lithuania,37.71
2021-05-30,Luxembourg,0.00
2021-05-30,Mexico,16.61
2021-05-30,Netherlands,39.71
2021-05-30,New Zealand,8.51
2021-05-30,Norway,30.38
2021-05-30,Poland,36.07
2021-05-30,Portugal,37.98
2021-05-30,Slovakia,31.74
2021-05-30,Slovenia,31.95
2021-05-30,South Korea,10.44
2021-05-30,Spain,38.58
2021-05-30,Sweden,37.77
2021-05-30,Switzerland,34.90
2021-05-30,Taiwan,0.00
2021-05-30,Turkey,19.46
2021-05-30,United Kingdom,57.74
2021-05-30,United States,50.38
