tDate,Country,VaccinatedRate
2021-08-27,Australia,45.10
2021-08-27,Austria,60.66
2021-08-27,Belgium,72.23
2021-08-27,Canada,73.03
2021-08-27,Chile,74.85
2021-08-27,China,0.00
2021-08-27,Colombia,44.82
2021-08-27,Costa Rica,0.00
2021-08-27,Czechia,55.26
2021-08-27,Denmark,75.63
2021-08-27,Estonia,54.33
2021-08-27,Finland,72.19
2021-08-27,France,73.63
2021-08-27,Germany,64.38
2021-08-27,Greece,57.77
2021-08-27,Hungary,0.00
2021-08-27,Iceland,81.29
2021-08-27,Ireland,73.44
2021-08-27,Israel,67.68
2021-08-27,Italy,69.86
2021-08-27,Japan,0.00
2021-08-27,Latvia,45.60
2021-08-27,Lithuania,61.24
2021-08-27,Luxembourg,63.80
2021-08-27,Mexico,44.02
2021-08-27,Netherlands,0.00
2021-08-27,New Zealand,42.91
2021-08-27,Norway,70.41
2021-08-27,Poland,50.78
2021-08-27,Portugal,83.26
2021-08-27,Slovakia,43.46
2021-08-27,Slovenia,47.46
2021-08-27,South Korea,54.71
2021-08-27,Spain,0.00
2021-08-27,Sweden,67.45
2021-08-27,Switzerland,56.67
2021-08-27,Taiwan,41.54
2021-08-27,Turkey,55.89
2021-08-27,United Kingdom,70.32
2021-08-27,United States,61.12
