Date,Country,VaccinatedRate
2021-07-06,Australia,25.04
2021-07-06,Austria,54.77
2021-07-06,Belgium,64.27
2021-07-06,Canada,68.27
2021-07-06,Chile,67.79
2021-07-06,China,0.00
2021-07-06,Colombia,0.00
2021-07-06,Costa Rica,0.00
2021-07-06,Czechia,48.06
2021-07-06,Denmark,60.03
2021-07-06,Estonia,43.18
2021-07-06,Finland,60.85
2021-07-06,France,53.78
2021-07-06,Germany,57.00
2021-07-06,Greece,49.00
2021-07-06,Iceland,0.00
2021-07-06,Ireland,53.90
2021-07-06,Israel,64.64
2021-07-06,Italy,58.63
2021-07-06,Japan,29.50
2021-07-06,Latvia,36.59
2021-07-06,Lithuania,46.82
2021-07-06,Luxembourg,55.91
2021-07-06,Mexico,25.86
2021-07-06,Netherlands,0.00
2021-07-06,New Zealand,15.85
2021-07-06,Norway,53.08
2021-07-06,Poland,45.49
2021-07-06,Portugal,57.43
2021-07-06,Slovakia,38.47
2021-07-06,Slovenia,40.13
2021-07-06,South Korea,29.80
2021-07-06,Spain,57.75
2021-07-06,Sweden,0.00
2021-07-06,Switzerland,50.69
2021-07-06,Taiwan,11.28
2021-07-06,Turkey,43.20
2021-07-06,United Kingdom,66.73
2021-07-06,United States,54.88
