tDate,Country,VaccinatedRate
2022-01-19,Australia,82.01
2022-01-19,Austria,74.20
2022-01-19,Belgium,77.77
2022-01-19,Canada,84.45
2022-01-19,Chile,91.22
2022-01-19,China,0.00
2022-01-19,Colombia,77.03
2022-01-19,Czechia,64.35
2022-01-19,Denmark,83.26
2022-01-19,Estonia,64.22
2022-01-19,Finland,77.16
2022-01-19,France,81.86
2022-01-19,Germany,74.62
2022-01-19,Greece,73.85
2022-01-19,Hungary,65.65
2022-01-19,Iceland,0.00
2022-01-19,Ireland,80.18
2022-01-19,Israel,76.02
2022-01-19,Italy,82.16
2022-01-19,Japan,80.33
2022-01-19,Latvia,71.28
2022-01-19,Lithuania,72.01
2022-01-19,Luxembourg,74.59
2022-01-19,Mexico,63.72
2022-01-19,Netherlands,0.00
2022-01-19,New Zealand,0.00
2022-01-19,Norway,78.77
2022-01-19,Poland,0.00
2022-01-19,Portugal,93.98
2022-01-19,Slovakia,0.00
2022-01-19,Slovenia,60.55
2022-01-19,South Korea,85.94
2022-01-19,Spain,87.03
2022-01-19,Sweden,76.83
2022-01-19,Switzerland,69.36
2022-01-19,Taiwan,79.29
2022-01-19,Turkey,67.38
2022-01-19,United Kingdom,76.49
2022-01-19,United States,75.24
