Date,Country,VaccinatedRate
2021-06-03,Australia,15.87
2021-06-03,Austria,42.45
2021-06-03,Belgium,42.65
2021-06-03,Canada,59.19
2021-06-03,Chile,57.81
2021-06-03,China,0.00
2021-06-03,Colombia,14.85
2021-06-03,Costa Rica,0.00
2021-06-03,Czechia,38.11
2021-06-03,Denmark,39.23
2021-06-03,Estonia,37.00
2021-06-03,Finland,46.54
2021-06-03,France,41.96
2021-06-03,Germany,44.60
2021-06-03,Greece,36.67
2021-06-03,Hungary,54.38
2021-06-03,Iceland,53.77
2021-06-03,Ireland,0.00
2021-06-03,Israel,62.08
2021-06-03,Italy,41.20
2021-06-03,Japan,11.73
2021-06-03,Latvia,30.02
2021-06-03,Lithuania,40.06
2021-06-03,Luxembourg,38.18
2021-06-03,Mexico,17.81
2021-06-03,Netherlands,0.00
2021-06-03,New Zealand,9.49
2021-06-03,Norway,32.77
2021-06-03,Poland,37.63
2021-06-03,Portugal,39.50
2021-06-03,Slovakia,32.99
2021-06-03,Slovenia,33.87
2021-06-03,South Korea,13.69
2021-06-03,Spain,40.73
2021-06-03,Sweden,0.00
2021-06-03,Switzerland,37.39
2021-06-03,Taiwan,2.62
2021-06-03,Turkey,20.27
2021-06-03,United Kingdom,58.57
2021-06-03,United States,50.79
