tDate,Country,VaccinatedRate
2022-04-01,Australia,86.14
2022-04-01,Austria,75.36
2022-04-01,Belgium,79.37
2022-04-01,Canada,85.93
2022-04-01,Chile,93.07
2022-04-01,China,0.00
2022-04-01,Colombia,0.00
2022-04-01,Costa Rica,0.00
2022-04-01,Czechia,64.83
2022-04-01,Denmark,83.25
2022-04-01,Estonia,64.85
2022-04-01,Finland,0.00
2022-04-01,France,82.54
2022-04-01,Germany,75.91
2022-04-01,Greece,76.17
2022-04-01,Hungary,0.00
2022-04-01,Ireland,81.71
2022-04-01,Israel,76.27
2022-04-01,Italy,84.04
2022-04-01,Japan,0.00
2022-04-01,Latvia,71.99
2022-04-01,Lithuania,72.45
2022-04-01,Luxembourg,75.67
2022-04-01,New Zealand,88.15
2022-04-01,Norway,79.26
2022-04-01,Poland,0.00
2022-04-01,Slovakia,0.00
2022-04-01,Slovenia,60.84
2022-04-01,South Korea,86.78
2022-04-01,Switzerland,69.76
2022-04-01,Taiwan,81.58
2022-04-01,Turkey,0.00
2022-04-01,United Kingdom,77.42
2022-04-01,United States,76.83
