tDate,Country,VaccinatedRate
2021-10-01,Australia,65.33
2021-10-01,Austria,63.56
2021-10-01,Belgium,73.92
2021-10-01,Canada,76.96
2021-10-01,Chile,81.04
2021-10-01,China,0.00
2021-10-01,Colombia,52.40
2021-10-01,Czechia,56.77
2021-10-01,Denmark,76.64
2021-10-01,Estonia,57.34
2021-10-01,Finland,74.57
2021-10-01,France,77.01
2021-10-01,Germany,67.57
2021-10-01,Greece,62.22
2021-10-01,Ireland,75.73
2021-10-01,Israel,69.69
2021-10-01,Italy,75.03
2021-10-01,Japan,0.00
2021-10-01,Latvia,49.63
2021-10-01,Lithuania,65.11
2021-10-01,Luxembourg,66.07
2021-10-01,Mexico,0.00
2021-10-01,Netherlands,0.00
2021-10-01,New Zealand,68.08
2021-10-01,Norway,76.29
2021-10-01,Poland,52.51
2021-10-01,Portugal,0.00
2021-10-01,Slovakia,45.01
2021-10-01,Slovenia,54.30
2021-10-01,South Korea,76.39
2021-10-01,Spain,0.00
2021-10-01,Sweden,70.47
2021-10-01,Switzerland,63.61
2021-10-01,Taiwan,56.28
2021-10-01,Turkey,63.43
2021-10-01,United Kingdom,71.70
2021-10-01,United States,64.46
