tDate,Country,VaccinatedRate
2022-01-14,Australia,80.88
2022-01-14,Austria,73.96
2022-01-14,Belgium,77.14
2022-01-14,Canada,84.15
2022-01-14,Chile,90.97
2022-01-14,China,87.50
2022-01-14,Colombia,76.41
2022-01-14,Costa Rica,0.00
2022-01-14,Czechia,64.21
2022-01-14,Denmark,83.17
2022-01-14,Estonia,64.08
2022-01-14,Finland,0.00
2022-01-14,France,81.66
2022-01-14,Germany,74.35
2022-01-14,Greece,73.32
2022-01-14,Hungary,0.00
2022-01-14,Iceland,0.00
2022-01-14,Ireland,79.63
2022-01-14,Israel,75.87
2022-01-14,Italy,81.69
2022-01-14,Japan,0.00
2022-01-14,Latvia,71.10
2022-01-14,Lithuania,71.91
2022-01-14,Luxembourg,74.35
2022-01-14,Mexico,63.51
2022-01-14,Netherlands,0.00
2022-01-14,New Zealand,82.04
2022-01-14,Norway,78.68
2022-01-14,Poland,58.23
2022-01-14,Portugal,0.00
2022-01-14,Slovakia,0.00
2022-01-14,Slovenia,60.47
2022-01-14,South Korea,85.83
2022-01-14,Spain,0.00
2022-01-14,Sweden,76.68
2022-01-14,Switzerland,69.11
2022-01-14,Taiwan,79.00
2022-01-14,Turkey,67.30
2022-01-14,United Kingdom,76.35
2022-01-14,United States,74.88
