Date,Country,VaccinatedRate
2021-01-06,Austria,0.09
2021-01-06,Belgium,0.06
2021-01-06,Canada,0.48
2021-01-06,Chile,0.06
2021-01-06,China,0.00
2021-01-06,Costa Rica,0.00
2021-01-06,Czechia,0.26
2021-01-06,Denmark,1.45
2021-01-06,Estonia,0.50
2021-01-06,Finland,0.00
2021-01-06,France,0.03
2021-01-06,Germany,0.55
2021-01-06,Greece,0.20
2021-01-06,Hungary,0.00
2021-01-06,Iceland,0.00
2021-01-06,Ireland,0.00
2021-01-06,Israel,18.91
2021-01-06,Italy,0.56
2021-01-06,Latvia,0.25
2021-01-06,Lithuania,0.52
2021-01-06,Luxembourg,0.00
2021-01-06,Mexico,0.04
2021-01-06,Norway,0.27
2021-01-06,Poland,0.42
2021-01-06,Portugal,0.60
2021-01-06,Slovakia,0.12
2021-01-06,Slovenia,1.03
2021-01-06,Spain,0.00
2021-01-06,Sweden,0.00
2021-01-06,Switzerland,0.24
2021-01-06,United Kingdom,0.00
2021-01-06,United States,1.59
