Date,Country,VaccinatedRate
2021-04-13,Australia,0.00
2021-04-13,Austria,17.69
2021-04-13,Belgium,17.83
2021-04-13,Canada,20.42
2021-04-13,Chile,39.22
2021-04-13,China,0.00
2021-04-13,Colombia,4.57
2021-04-13,Costa Rica,0.00
2021-04-13,Czechia,13.71
2021-04-13,Denmark,16.98
2021-04-13,Estonia,19.83
2021-04-13,Finland,21.45
2021-04-13,France,17.78
2021-04-13,Germany,16.88
2021-04-13,Greece,14.70
2021-04-13,Hungary,31.52
2021-04-13,Iceland,0.00
2021-04-13,Ireland,15.45
2021-04-13,Israel,60.69
2021-04-13,Italy,16.21
2021-04-13,Japan,0.91
2021-04-13,Latvia,10.43
2021-04-13,Lithuania,19.03
2021-04-13,Luxembourg,16.31
2021-04-13,Mexico,7.92
2021-04-13,Netherlands,0.00
2021-04-13,New Zealand,2.21
2021-04-13,Norway,16.78
2021-04-13,Poland,15.43
2021-04-13,Portugal,16.10
2021-04-13,Slovakia,16.36
2021-04-13,Slovenia,16.63
2021-04-13,South Korea,2.40
2021-04-13,Spain,16.98
2021-04-13,Sweden,0.00
2021-04-13,Switzerland,13.35
2021-04-13,Taiwan,0.11
2021-04-13,Turkey,13.39
2021-04-13,United Kingdom,47.39
2021-04-13,United States,36.73
