Date,Country,VaccinatedRate
2021-08-26,Australia,44.48
2021-08-26,Austria,60.55
2021-08-26,Belgium,72.16
2021-08-26,Canada,72.92
2021-08-26,Chile,74.83
2021-08-26,China,74.26
2021-08-26,Colombia,0.00
2021-08-26,Czechia,55.17
2021-08-26,Denmark,75.55
2021-08-26,Estonia,54.11
2021-08-26,Finland,71.71
2021-08-26,France,73.40
2021-08-26,Germany,64.24
2021-08-26,Greece,57.57
2021-08-26,Hungary,59.43
2021-08-26,Iceland,81.23
2021-08-26,Ireland,73.23
2021-08-26,Israel,67.62
2021-08-26,Italy,69.65
2021-08-26,Japan,54.95
2021-08-26,Latvia,45.37
2021-08-26,Lithuania,60.95
2021-08-26,Luxembourg,63.73
2021-08-26,Mexico,43.88
2021-08-26,Netherlands,0.00
2021-08-26,New Zealand,41.54
2021-08-26,Norway,70.24
2021-08-26,Poland,50.69
2021-08-26,Portugal,82.76
2021-08-26,Slovakia,43.39
2021-08-26,Slovenia,47.30
2021-08-26,South Korea,53.54
2021-08-26,Spain,77.52
2021-08-26,Sweden,67.27
2021-08-26,Switzerland,56.44
2021-08-26,Taiwan,40.84
2021-08-26,Turkey,55.56
2021-08-26,United Kingdom,70.25
2021-08-26,United States,60.97
