tDate,Country,VaccinatedRate
2022-06-17,Australia,86.62
2022-06-17,Austria,75.53
2022-06-17,Belgium,79.49
2022-06-17,Canada,86.06
2022-06-17,Chile,93.64
2022-06-17,China,0.00
2022-06-17,Czechia,64.94
2022-06-17,Denmark,83.13
2022-06-17,Estonia,65.11
2022-06-17,France,83.20
2022-06-17,Germany,76.95
2022-06-17,Greece,76.35
2022-06-17,Hungary,0.00
2022-06-17,Ireland,82.06
2022-06-17,Israel,76.35
2022-06-17,Italy,84.15
2022-06-17,Japan,82.27
2022-06-17,Latvia,72.09
2022-06-17,Lithuania,72.58
2022-06-17,Luxembourg,75.80
2022-06-17,Mexico,67.79
2022-06-17,New Zealand,88.30
2022-06-17,Norway,79.42
2022-06-17,Poland,60.14
2022-06-17,Slovakia,0.00
2022-06-17,Slovenia,60.89
2022-06-17,South Korea,86.96
2022-06-17,Switzerland,69.84
2022-06-17,Taiwan,88.64
2022-06-17,Turkey,68.03
