tDate,Country,VaccinatedRate
2022-01-24,Australia,83.04
2022-01-24,Austria,74.45
2022-01-24,Belgium,78.21
2022-01-24,Canada,84.67
2022-01-24,Chile,91.42
2022-01-24,China,0.00
2022-01-24,Colombia,77.76
2022-01-24,Costa Rica,0.00
2022-01-24,Czechia,64.46
2022-01-24,Denmark,83.32
2022-01-24,Estonia,64.34
2022-01-24,Finland,0.00
2022-01-24,France,82.02
2022-01-24,Germany,74.86
2022-01-24,Greece,74.32
2022-01-24,Hungary,65.85
2022-01-24,Iceland,0.00
2022-01-24,Ireland,80.50
2022-01-24,Israel,76.08
2022-01-24,Italy,82.68
2022-01-24,Japan,80.40
2022-01-24,Latvia,71.45
2022-01-24,Lithuania,72.10
2022-01-24,Mexico,63.97
2022-01-24,Netherlands,0.00
2022-01-24,New Zealand,82.24
2022-01-24,Norway,78.84
2022-01-24,Poland,58.76
2022-01-24,Portugal,0.00
2022-01-24,Slovenia,60.60
2022-01-24,South Korea,86.05
2022-01-24,Spain,87.33
2022-01-24,Sweden,0.00
2022-01-24,Switzerland,69.52
2022-01-24,Taiwan,79.63
2022-01-24,Turkey,67.44
2022-01-24,United Kingdom,76.61
2022-01-24,United States,74.86
