Date,Country,VaccinatedRate
2021-11-16,Australia,76.18
2021-11-16,Austria,68.08
2021-11-16,Belgium,75.52
2021-11-16,Canada,79.02
2021-11-16,Chile,87.15
2021-11-16,China,0.00
2021-11-16,Colombia,65.81
2021-11-16,Czechia,60.18
2021-11-16,Denmark,77.89
2021-11-16,Estonia,61.73
2021-11-16,Finland,76.75
2021-11-16,France,78.86
2021-11-16,Germany,69.58
2021-11-16,Greece,65.89
2021-11-16,Hungary,62.36
2021-11-16,Iceland,82.75
2021-11-16,Ireland,77.05
2021-11-16,Israel,71.23
2021-11-16,Italy,77.69
2021-11-16,Japan,78.82
2021-11-16,Latvia,66.64
2021-11-16,Lithuania,68.53
2021-11-16,Mexico,57.93
2021-11-16,Netherlands,0.00
2021-11-16,New Zealand,78.44
2021-11-16,Norway,77.27
2021-11-16,Poland,54.26
2021-11-16,Slovakia,46.89
2021-11-16,Slovenia,58.35
2021-11-16,South Korea,81.18
2021-11-16,Spain,81.67
2021-11-16,Sweden,71.68
2021-11-16,Switzerland,66.53
2021-11-16,Taiwan,75.17
2021-11-16,Turkey,65.74
2021-11-16,United Kingdom,74.25
2021-11-16,United States,68.83
