tDate,Country,VaccinatedRate
2022-01-05,Australia,79.45
2022-01-05,Austria,73.40
2022-01-05,Belgium,76.70
2022-01-05,Canada,83.59
2022-01-05,Chile,90.37
2022-01-05,China,0.00
2022-01-05,Colombia,75.22
2022-01-05,Czechia,63.77
2022-01-05,Denmark,82.87
2022-01-05,Estonia,63.73
2022-01-05,Finland,78.45
2022-01-05,France,81.09
2022-01-05,Germany,73.79
2022-01-05,Greece,72.42
2022-01-05,Hungary,65.11
2022-01-05,Iceland,0.00
2022-01-05,Ireland,78.23
2022-01-05,Israel,75.15
2022-01-05,Italy,80.57
2022-01-05,Japan,0.00
2022-01-05,Latvia,70.60
2022-01-05,Lithuania,71.48
2022-01-05,Luxembourg,73.46
2022-01-05,Netherlands,0.00
2022-01-05,New Zealand,0.00
2022-01-05,Norway,78.46
2022-01-05,Poland,57.64
2022-01-05,Portugal,90.62
2022-01-05,Slovakia,49.97
2022-01-05,Slovenia,60.23
2022-01-05,South Korea,85.49
2022-01-05,Spain,0.00
2022-01-05,Sweden,76.39
2022-01-05,Switzerland,68.68
2022-01-05,Taiwan,78.57
2022-01-05,Turkey,67.04
2022-01-05,United Kingdom,76.05
2022-01-05,United States,73.97
