tDate,Country,VaccinatedRate
2021-08-07,Australia,34.93
2021-08-07,Austria,59.21
2021-08-07,Belgium,70.52
2021-08-07,Canada,71.39
2021-08-07,Chile,73.17
2021-08-07,China,0.00
2021-08-07,Colombia,38.30
2021-08-07,Costa Rica,0.00
2021-08-07,Czechia,53.64
2021-08-07,Denmark,73.67
2021-08-07,Estonia,50.21
2021-08-07,Finland,67.64
2021-08-07,France,68.22
2021-08-07,Germany,61.95
2021-08-07,Greece,55.84
2021-08-07,Ireland,68.56
2021-08-07,Israel,66.06
2021-08-07,Italy,65.58
2021-08-07,Japan,0.00
2021-08-07,Latvia,42.37
2021-08-07,Lithuania,55.36
2021-08-07,Luxembourg,0.00
2021-08-07,Mexico,0.00
2021-08-07,Netherlands,0.00
2021-08-07,New Zealand,28.22
2021-08-07,Norway,67.90
2021-08-07,Poland,49.23
2021-08-07,Portugal,71.44
2021-08-07,Slovakia,42.00
2021-08-07,Slovenia,45.17
2021-08-07,South Korea,40.35
2021-08-07,Spain,0.00
2021-08-07,Sweden,0.00
2021-08-07,Switzerland,54.23
2021-08-07,Taiwan,0.00
2021-08-07,Turkey,48.95
2021-08-07,United Kingdom,68.96
2021-08-07,United States,58.38
