tDate,Country,VaccinatedRate
2022-09-21,Australia,0.00
2022-09-21,Austria,76.15
2022-09-21,Canada,87.35
2022-09-21,China,0.00
2022-09-21,Czechia,65.03
2022-09-21,Denmark,82.82
2022-09-21,Finland,81.50
2022-09-21,France,83.40
2022-09-21,Germany,77.21
2022-09-21,Greece,76.44
2022-09-21,Israel,76.43
2022-09-21,Italy,84.21
2022-09-21,Japan,82.66
2022-09-21,Lithuania,72.68
2022-09-21,Norway,79.50
2022-09-21,Poland,60.27
2022-09-21,South Korea,87.05
2022-09-21,Taiwan,90.87
2022-09-21,Turkey,68.11
